"YEAR","JURISDICTION","FINES","ARRESTS","CHARGES","DETECTION_STD"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","NSW",22,0,0,"Police Issued"
"2024","NSW",41,0,0,"Police Issued"
"2024","NSW",47,0,0,"Police Issued"
"2024","NSW",20,0,0,"Police Issued"
"2024","SA",39,0,0,"Police Issued"
"2024","SA",5,0,0,"Camera Issued"
"2024","SA",66,1,0,"Police Issued"
"2024","SA",11,0,0,"Camera Issued"
"2024","SA",99,0,0,"Police Issued"
"2024","SA",3,0,0,"Camera Issued"
"2024","SA",24,0,0,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","NSW",28,0,0,"Police Issued"
"2024","NSW",32,0,0,"Police Issued"
"2024","NSW",47,0,0,"Police Issued"
"2024","NSW",8,0,0,"Police Issued"
"2024","SA",32,0,0,"Police Issued"
"2024","SA",7,0,0,"Camera Issued"
"2024","SA",58,0,0,"Police Issued"
"2024","SA",21,0,0,"Camera Issued"
"2024","SA",75,0,1,"Police Issued"
"2024","SA",7,0,0,"Camera Issued"
"2024","SA",21,0,0,"Police Issued"
"2024","SA",2,0,0,"Camera Issued"
"2024","SA",1,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","NSW",1,0,0,"Police Issued"
"2024","NSW",59,0,0,"Police Issued"
"2024","NSW",68,0,0,"Police Issued"
"2024","NSW",88,0,0,"Police Issued"
"2024","NSW",13,0,0,"Police Issued"
"2024","SA",48,0,0,"Police Issued"
"2024","SA",10,0,0,"Camera Issued"
"2024","SA",104,0,0,"Police Issued"
"2024","SA",2,0,0,"Camera Issued"
"2024","SA",126,0,1,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",23,0,0,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2023","NSW",27,0,0,"Police Issued"
"2023","NSW",61,0,1,"Police Issued"
"2023","NSW",70,0,0,"Police Issued"
"2023","NSW",21,0,0,"Police Issued"
"2023","VIC",1,0,0,"Camera Issued"
"2023","VIC",6,0,0,"Police Issued"
"2023","VIC",1,0,0,"Camera Issued"
"2023","VIC",16,0,0,"Police Issued"
"2023","VIC",2,0,0,"Camera Issued"
"2023","VIC",38,0,0,"Police Issued"
"2023","VIC",8,0,0,"Police Issued"
"2023","NSW",12,0,0,"Police Issued"
"2023","NSW",29,0,1,"Police Issued"
"2023","NSW",29,0,0,"Police Issued"
"2023","NSW",6,0,0,"Police Issued"
"2023","VIC",6,0,0,"Police Issued"
"2023","VIC",18,0,0,"Police Issued"
"2023","VIC",1,0,0,"Camera Issued"
"2023","VIC",19,0,0,"Police Issued"
"2023","VIC",13,0,0,"Police Issued"
"2023","NSW",27,0,0,"Police Issued"
"2023","NSW",38,0,1,"Police Issued"
"2023","NSW",74,0,0,"Police Issued"
"2023","NSW",15,0,0,"Police Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","VIC",8,0,0,"Police Issued"
"2023","VIC",4,0,0,"Police Issued"
"2023","VIC",2,0,0,"Police Issued"
"2023","NSW",48,0,0,"Police Issued"
"2023","NSW",93,0,0,"Police Issued"
"2023","NSW",124,0,1,"Police Issued"
"2023","NSW",38,0,0,"Police Issued"
"2023","VIC",1,0,0,"Camera Issued"
"2023","VIC",5,0,0,"Police Issued"
"2023","VIC",1,0,0,"Camera Issued"
"2023","VIC",12,0,0,"Police Issued"
"2023","VIC",2,0,0,"Camera Issued"
"2023","VIC",15,0,0,"Police Issued"
"2023","VIC",1,0,0,"Camera Issued"
"2023","VIC",8,0,0,"Police Issued"
"2023","NSW",13,0,0,"Police Issued"
"2023","NSW",24,0,0,"Police Issued"
"2023","NSW",38,0,0,"Police Issued"
"2023","NSW",15,0,0,"Police Issued"
"2023","NSW",45,0,0,"Police Issued"
"2023","NSW",55,0,0,"Police Issued"
"2023","NSW",10,0,0,"Police Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","VIC",12,0,0,"Police Issued"
"2023","VIC",11,0,0,"Police Issued"
"2023","NSW",24,0,1,"Police Issued"
"2023","NSW",69,0,0,"Police Issued"
"2023","NSW",73,0,2,"Police Issued"
"2023","NSW",18,0,0,"Police Issued"
"2023","VIC",2,0,0,"Police Issued"
"2023","VIC",11,0,0,"Police Issued"
"2023","VIC",12,0,0,"Police Issued"
"2023","VIC",4,0,0,"Police Issued"
"2023","VIC",1,0,0,"Camera Issued"
"2023","NSW",14,0,2,"Police Issued"
"2023","NSW",26,0,0,"Police Issued"
"2023","NSW",36,0,0,"Police Issued"
"2023","NSW",11,0,0,"Police Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","VIC",6,0,0,"Police Issued"
"2023","VIC",4,0,0,"Police Issued"
"2023","VIC",2,0,0,"Police Issued"
"2023","NSW",17,0,1,"Police Issued"
"2023","NSW",45,0,0,"Police Issued"
"2023","NSW",34,0,0,"Police Issued"
"2023","NSW",12,0,0,"Police Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","VIC",13,0,0,"Police Issued"
"2023","VIC",6,0,0,"Police Issued"
"2023","NSW",26,0,2,"Police Issued"
"2023","NSW",36,0,0,"Police Issued"
"2023","NSW",26,0,0,"Police Issued"
"2023","NSW",3,0,0,"Police Issued"
"2023","VIC",2,0,0,"Police Issued"
"2023","VIC",1,0,0,"Camera Issued"
"2023","VIC",2,0,0,"Police Issued"
"2023","VIC",5,0,0,"Police Issued"
"2023","VIC",10,0,0,"Police Issued"
"2023","NSW",21,0,1,"Police Issued"
"2023","VIC",5,0,0,"Police Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","NSW",31,0,1,"Police Issued"
"2023","NSW",41,0,0,"Police Issued"
"2023","NSW",51,0,0,"Police Issued"
"2023","NSW",14,0,0,"Police Issued"
"2023","VIC",1,0,0,"Camera Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","VIC",5,0,0,"Police Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","VIC",1,0,0,"Camera Issued"
"2023","NSW",22,0,0,"Police Issued"
"2023","NSW",48,0,1,"Police Issued"
"2023","NSW",54,0,0,"Police Issued"
"2023","NSW",12,0,0,"Police Issued"
"2023","VIC",6,0,0,"Police Issued"
"2023","VIC",12,0,0,"Police Issued"
"2023","VIC",18,0,0,"Police Issued"
"2023","VIC",2,0,0,"Police Issued"
"2024","NSW",2,0,0,"Police Issued"
"2024","NSW",96,0,5,"Police Issued"
"2024","NSW",136,0,2,"Police Issued"
"2024","NSW",126,0,0,"Police Issued"
"2024","NSW",26,0,0,"Police Issued"
"2024","NSW",28498,0,0,"Camera Issued"
"2024","NSW",2870,0,0,"Camera Issued"
"2024","NSW",17764,0,0,"Camera Issued"
"2024","NT",3,0,0,"Camera Issued"
"2024","NT",0,1,1,"Other"
"2024","NT",2,0,0,"Police Issued"
"2024","NT",84,0,0,"Camera Issued"
"2024","NT",460,0,0,"Camera Issued"
"2024","NT",0,0,4,"Other"
"2024","NT",34,0,0,"Police Issued"
"2024","NT",380,0,0,"Camera Issued"
"2024","NT",1254,0,0,"Camera Issued"
"2024","NT",0,1,3,"Other"
"2024","NT",46,0,0,"Police Issued"
"2024","NT",511,0,0,"Camera Issued"
"2024","NT",1575,0,0,"Camera Issued"
"2024","NT",0,0,1,"Other"
"2024","NT",45,0,0,"Police Issued"
"2024","NT",83,0,0,"Camera Issued"
"2024","NT",381,0,0,"Camera Issued"
"2024","NT",0,0,1,"Other"
"2024","NT",5,0,0,"Police Issued"
"2024","NT",25,0,0,"Camera Issued"
"2024","NT",112,0,0,"Camera Issued"
"2024","QLD",602,0,0,"Camera Issued"
"2024","QLD",748,0,0,"Camera Issued"
"2024","QLD",4,0,0,"Police Issued"
"2024","QLD",2530,0,0,"Camera Issued"
"2024","QLD",5118,0,0,"Camera Issued"
"2024","QLD",1991,0,0,"Police Issued"
"2024","QLD",6221,0,0,"Camera Issued"
"2024","QLD",10612,0,0,"Camera Issued"
"2024","QLD",2825,0,0,"Police Issued"
"2024","QLD",9251,0,0,"Camera Issued"
"2024","QLD",15185,0,0,"Camera Issued"
"2024","QLD",3245,0,0,"Police Issued"
"2024","QLD",2350,0,0,"Camera Issued"
"2024","QLD",3861,0,0,"Camera Issued"
"2024","QLD",636,0,0,"Police Issued"
"2024","QLD",91,0,0,"Camera Issued"
"2024","QLD",131,0,0,"Camera Issued"
"2024","QLD",2,0,0,"Police Issued"
"2024","SA",16,0,0,"Police Issued"
"2024","SA",29,0,0,"Police Issued"
"2024","SA",45,1,0,"Police Issued"
"2024","SA",10,0,0,"Police Issued"
"2024","TAS",657,0,0,"Camera Issued"
"2024","TAS",348,0,12,"Police Issued"
"2024","TAS",1655,0,0,"Camera Issued"
"2024","TAS",543,0,12,"Police Issued"
"2024","TAS",2471,0,0,"Camera Issued"
"2024","TAS",649,0,10,"Police Issued"
"2024","TAS",933,0,0,"Camera Issued"
"2024","TAS",179,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",2,0,0,"Police Issued"
"2024","VIC",702,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",2207,0,0,"Police Issued"
"2024","VIC",1686,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",3920,0,0,"Police Issued"
"2024","VIC",2198,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",4556,0,0,"Police Issued"
"2024","VIC",487,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",979,0,0,"Police Issued"
"2024","VIC",118,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",7,0,0,"Police Issued"
"2024","WA",1,0,0,"Camera Issued"
"2024","WA",9,0,0,"Camera Issued"
"2024","WA",13,0,0,"Camera Issued"
"2024","WA",5,0,0,"Camera Issued"
"2024","WA",174,0,0,"Camera Issued"
"2024","WA",833,0,0,"Camera Issued"
"2024","WA",3729,0,0,"Camera Issued"
"2024","WA",1046,0,0,"Police Issued"
"2024","WA",737,0,0,"Camera Issued"
"2024","WA",416,0,0,"Camera Issued"
"2024","WA",2838,0,0,"Camera Issued"
"2024","WA",10520,0,0,"Camera Issued"
"2024","WA",2140,0,0,"Police Issued"
"2024","WA",2912,0,0,"Camera Issued"
"2024","WA",522,0,0,"Camera Issued"
"2024","WA",4244,0,0,"Camera Issued"
"2024","WA",14344,0,0,"Camera Issued"
"2024","WA",2419,0,0,"Police Issued"
"2024","WA",6352,0,0,"Camera Issued"
"2024","WA",82,0,0,"Camera Issued"
"2024","WA",1136,0,0,"Camera Issued"
"2024","WA",3538,0,0,"Camera Issued"
"2024","WA",431,0,0,"Police Issued"
"2024","WA",2129,0,0,"Camera Issued"
"2024","NSW",32,0,0,"Police Issued"
"2024","NSW",28,0,0,"Police Issued"
"2024","NSW",32,0,0,"Police Issued"
"2024","NSW",3,0,0,"Police Issued"
"2024","NSW",34831,0,0,"Camera Issued"
"2024","NSW",2595,0,0,"Camera Issued"
"2024","NSW",16954,0,0,"Camera Issued"
"2024","NT",3,0,0,"Camera Issued"
"2024","NT",5,0,0,"Camera Issued"
"2024","NT",1,0,0,"Police Issued"
"2024","NT",136,0,0,"Camera Issued"
"2024","NT",387,0,0,"Camera Issued"
"2024","NT",0,0,4,"Other"
"2024","NT",46,0,0,"Police Issued"
"2024","NT",657,0,0,"Camera Issued"
"2024","NT",966,0,0,"Camera Issued"
"2024","NT",0,1,5,"Other"
"2024","NT",60,0,0,"Police Issued"
"2024","NT",836,0,0,"Camera Issued"
"2024","NT",1200,0,0,"Camera Issued"
"2024","NT",0,2,12,"Other"
"2024","NT",71,0,0,"Police Issued"
"2024","NT",116,0,0,"Camera Issued"
"2024","NT",279,0,0,"Camera Issued"
"2024","NT",7,0,0,"Police Issued"
"2024","NT",88,0,0,"Camera Issued"
"2024","NT",129,0,0,"Camera Issued"
"2024","QLD",535,0,0,"Camera Issued"
"2024","QLD",829,0,0,"Camera Issued"
"2024","QLD",3,0,0,"Police Issued"
"2024","QLD",2372,0,0,"Camera Issued"
"2024","QLD",5051,0,0,"Camera Issued"
"2024","QLD",2137,0,0,"Police Issued"
"2024","QLD",5487,0,0,"Camera Issued"
"2024","QLD",10198,0,0,"Camera Issued"
"2024","QLD",3317,0,0,"Police Issued"
"2024","QLD",8259,0,0,"Camera Issued"
"2024","QLD",15045,0,0,"Camera Issued"
"2024","QLD",3862,0,0,"Police Issued"
"2024","QLD",2153,0,0,"Camera Issued"
"2024","QLD",3988,0,0,"Camera Issued"
"2024","QLD",793,0,0,"Police Issued"
"2024","QLD",58,0,0,"Camera Issued"
"2024","QLD",86,0,0,"Camera Issued"
"2024","SA",4,0,0,"Camera Issued"
"2024","SA",23,0,0,"Police Issued"
"2024","SA",2,0,0,"Camera Issued"
"2024","SA",38,0,0,"Police Issued"
"2024","SA",7,0,0,"Camera Issued"
"2024","SA",47,0,0,"Police Issued"
"2024","SA",5,0,0,"Camera Issued"
"2024","SA",22,0,0,"Police Issued"
"2024","TAS",0,0,1,"Police Issued"
"2024","TAS",444,0,0,"Camera Issued"
"2024","TAS",274,0,14,"Police Issued"
"2024","TAS",1291,0,0,"Camera Issued"
"2024","TAS",472,0,8,"Police Issued"
"2024","TAS",1737,0,0,"Camera Issued"
"2024","TAS",545,0,7,"Police Issued"
"2024","TAS",611,0,0,"Camera Issued"
"2024","TAS",192,0,0,"Police Issued"
"2024","TAS",1,0,0,"Camera Issued"
"2024","TAS",1,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",2,0,0,"Police Issued"
"2024","VIC",291,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",1756,0,0,"Police Issued"
"2024","VIC",754,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",3417,0,0,"Police Issued"
"2024","VIC",1006,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",3944,0,0,"Police Issued"
"2024","VIC",255,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",977,0,0,"Police Issued"
"2024","VIC",47,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",2,0,0,"Police Issued"
"2024","WA",1,0,0,"Camera Issued"
"2024","WA",2,0,0,"Camera Issued"
"2024","WA",21,0,0,"Camera Issued"
"2024","WA",2,0,0,"Camera Issued"
"2024","WA",197,0,0,"Camera Issued"
"2024","WA",778,0,0,"Camera Issued"
"2024","WA",4071,0,0,"Camera Issued"
"2024","WA",837,0,0,"Police Issued"
"2024","WA",604,0,0,"Camera Issued"
"2024","WA",543,0,0,"Camera Issued"
"2024","WA",2637,0,0,"Camera Issued"
"2024","WA",10636,0,0,"Camera Issued"
"2024","WA",1491,0,0,"Police Issued"
"2024","WA",2262,0,0,"Camera Issued"
"2024","WA",593,0,0,"Camera Issued"
"2024","WA",3962,0,0,"Camera Issued"
"2024","WA",15374,0,0,"Camera Issued"
"2024","WA",1832,0,0,"Police Issued"
"2024","WA",4886,0,0,"Camera Issued"
"2024","WA",82,0,0,"Camera Issued"
"2024","WA",962,0,0,"Camera Issued"
"2024","WA",4035,0,0,"Camera Issued"
"2024","WA",361,0,0,"Police Issued"
"2024","WA",1586,0,0,"Camera Issued"
"2024","NSW",2,0,0,"Police Issued"
"2024","NSW",214,0,2,"Police Issued"
"2024","NSW",266,0,5,"Police Issued"
"2024","NSW",297,0,1,"Police Issued"
"2024","NSW",56,0,0,"Police Issued"
"2024","NSW",37378,0,0,"Camera Issued"
"2024","NSW",3223,0,0,"Camera Issued"
"2024","NSW",18986,0,0,"Camera Issued"
"2024","NT",1,0,0,"Camera Issued"
"2024","NT",4,0,0,"Camera Issued"
"2024","NT",0,2,4,"Other"
"2024","NT",189,0,0,"Camera Issued"
"2024","NT",398,0,0,"Camera Issued"
"2024","NT",0,0,5,"Other"
"2024","NT",18,0,0,"Police Issued"
"2024","NT",721,0,0,"Camera Issued"
"2024","NT",1050,0,0,"Camera Issued"
"2024","NT",0,2,8,"Other"
"2024","NT",36,0,0,"Police Issued"
"2024","NT",1061,0,0,"Camera Issued"
"2024","NT",1252,0,0,"Camera Issued"
"2024","NT",0,1,5,"Other"
"2024","NT",38,0,0,"Police Issued"
"2024","NT",169,0,0,"Camera Issued"
"2024","NT",361,0,0,"Camera Issued"
"2024","NT",0,0,4,"Other"
"2024","NT",9,0,0,"Police Issued"
"2024","NT",99,0,0,"Camera Issued"
"2024","NT",129,0,0,"Camera Issued"
"2024","QLD",634,0,0,"Camera Issued"
"2024","QLD",801,0,0,"Camera Issued"
"2024","QLD",3,0,0,"Police Issued"
"2024","QLD",2713,0,0,"Camera Issued"
"2024","QLD",5386,0,0,"Camera Issued"
"2024","QLD",2343,0,0,"Police Issued"
"2024","QLD",6277,0,0,"Camera Issued"
"2024","QLD",11038,0,0,"Camera Issued"
"2024","QLD",3359,0,0,"Police Issued"
"2024","QLD",8684,0,0,"Camera Issued"
"2024","QLD",15390,0,0,"Camera Issued"
"2024","QLD",3744,0,0,"Police Issued"
"2024","QLD",2186,0,0,"Camera Issued"
"2024","QLD",3863,0,0,"Camera Issued"
"2024","QLD",669,0,0,"Police Issued"
"2024","QLD",98,0,0,"Camera Issued"
"2024","QLD",96,0,0,"Camera Issued"
"2024","SA",2,0,0,"Camera Issued"
"2024","SA",22,0,0,"Police Issued"
"2024","SA",2,0,0,"Camera Issued"
"2024","SA",47,0,0,"Police Issued"
"2024","SA",8,0,0,"Camera Issued"
"2024","SA",65,0,0,"Police Issued"
"2024","SA",2,0,0,"Camera Issued"
"2024","SA",16,0,0,"Police Issued"
"2024","TAS",1,0,0,"Camera Issued"
"2024","TAS",0,0,1,"Police Issued"
"2024","TAS",428,0,0,"Camera Issued"
"2024","TAS",254,0,6,"Police Issued"
"2024","TAS",1183,0,0,"Camera Issued"
"2024","TAS",354,0,9,"Police Issued"
"2024","TAS",1632,0,0,"Camera Issued"
"2024","TAS",440,0,8,"Police Issued"
"2024","TAS",691,0,0,"Camera Issued"
"2024","TAS",167,0,0,"Police Issued"
"2024","TAS",2,0,0,"Camera Issued"
"2024","TAS",1,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",3,0,0,"Police Issued"
"2024","VIC",242,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",2548,0,0,"Police Issued"
"2024","VIC",629,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",4832,0,0,"Police Issued"
"2024","VIC",880,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",5536,0,0,"Police Issued"
"2024","VIC",205,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",1257,0,0,"Police Issued"
"2024","VIC",47,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",4,0,0,"Police Issued"
"2024","WA",3,0,0,"Camera Issued"
"2024","WA",6,0,0,"Camera Issued"
"2024","WA",17,0,0,"Camera Issued"
"2024","WA",3,0,0,"Camera Issued"
"2024","WA",210,0,0,"Camera Issued"
"2024","WA",1023,0,0,"Camera Issued"
"2024","WA",4462,0,0,"Camera Issued"
"2024","WA",851,0,0,"Police Issued"
"2024","WA",702,0,0,"Camera Issued"
"2024","WA",491,0,0,"Camera Issued"
"2024","WA",3195,0,0,"Camera Issued"
"2024","WA",10967,0,0,"Camera Issued"
"2024","WA",1736,0,0,"Police Issued"
"2024","WA",2523,0,0,"Camera Issued"
"2024","WA",591,0,0,"Camera Issued"
"2024","WA",4664,0,0,"Camera Issued"
"2024","WA",15718,0,0,"Camera Issued"
"2024","WA",2035,0,0,"Police Issued"
"2024","WA",5584,0,0,"Camera Issued"
"2024","WA",112,0,0,"Camera Issued"
"2024","WA",1239,0,0,"Camera Issued"
"2024","WA",3816,0,0,"Camera Issued"
"2024","WA",390,0,0,"Police Issued"
"2024","WA",1788,0,0,"Camera Issued"
"2024","NSW",31,0,1,"Police Issued"
"2024","NSW",46,0,0,"Police Issued"
"2024","NSW",47,0,0,"Police Issued"
"2024","NSW",7,0,0,"Police Issued"
"2024","NSW",34079,0,0,"Camera Issued"
"2024","NSW",2840,0,0,"Camera Issued"
"2024","NSW",16329,0,0,"Camera Issued"
"2024","NT",2,0,0,"Camera Issued"
"2024","NT",3,0,0,"Camera Issued"
"2024","NT",0,0,2,"Other"
"2024","NT",2,0,0,"Police Issued"
"2024","NT",122,0,0,"Camera Issued"
"2024","NT",352,0,0,"Camera Issued"
"2024","NT",0,0,3,"Other"
"2024","NT",38,0,0,"Police Issued"
"2024","NT",355,0,0,"Camera Issued"
"2024","NT",866,0,0,"Camera Issued"
"2024","NT",0,0,5,"Other"
"2024","NT",67,0,0,"Police Issued"
"2024","NT",550,0,0,"Camera Issued"
"2024","NT",952,0,0,"Camera Issued"
"2024","NT",0,1,4,"Other"
"2024","NT",84,0,0,"Police Issued"
"2024","NT",109,0,0,"Camera Issued"
"2024","NT",235,0,0,"Camera Issued"
"2024","NT",0,0,1,"Other"
"2024","NT",8,0,0,"Police Issued"
"2024","NT",50,0,0,"Camera Issued"
"2024","NT",85,0,0,"Camera Issued"
"2024","QLD",587,0,0,"Camera Issued"
"2024","QLD",744,0,0,"Camera Issued"
"2024","QLD",2,0,0,"Police Issued"
"2024","QLD",2593,0,0,"Camera Issued"
"2024","QLD",4773,0,0,"Camera Issued"
"2024","QLD",1808,0,0,"Police Issued"
"2024","QLD",5803,0,0,"Camera Issued"
"2024","QLD",9828,0,0,"Camera Issued"
"2024","QLD",2718,0,0,"Police Issued"
"2024","QLD",8328,0,0,"Camera Issued"
"2024","QLD",13887,0,0,"Camera Issued"
"2024","QLD",3113,0,0,"Police Issued"
"2024","QLD",2015,0,0,"Camera Issued"
"2024","QLD",3548,0,0,"Camera Issued"
"2024","QLD",587,0,0,"Police Issued"
"2024","QLD",73,0,0,"Camera Issued"
"2024","QLD",86,0,0,"Camera Issued"
"2024","QLD",1,0,0,"Police Issued"
"2024","SA",23,0,0,"Police Issued"
"2024","SA",41,0,0,"Police Issued"
"2024","SA",4,0,0,"Camera Issued"
"2024","SA",38,0,0,"Police Issued"
"2024","SA",11,0,0,"Police Issued"
"2024","TAS",0,0,1,"Police Issued"
"2024","TAS",525,0,0,"Camera Issued"
"2024","TAS",348,0,5,"Police Issued"
"2024","TAS",1355,0,0,"Camera Issued"
"2024","TAS",486,0,10,"Police Issued"
"2024","TAS",1975,0,0,"Camera Issued"
"2024","TAS",559,0,3,"Police Issued"
"2024","TAS",792,0,0,"Camera Issued"
"2024","TAS",189,0,0,"Police Issued"
"2024","TAS",2,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",1,0,0,"Police Issued"
"2024","VIC",311,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",1974,0,0,"Police Issued"
"2024","VIC",812,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",3893,0,0,"Police Issued"
"2024","VIC",1181,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",4629,0,0,"Police Issued"
"2024","VIC",256,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",1112,0,0,"Police Issued"
"2024","VIC",57,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",5,0,0,"Police Issued"
"2024","WA",1,0,0,"Camera Issued"
"2024","WA",5,0,0,"Camera Issued"
"2024","WA",15,0,0,"Camera Issued"
"2024","WA",1,0,0,"Police Issued"
"2024","WA",5,0,0,"Camera Issued"
"2024","WA",197,0,0,"Camera Issued"
"2024","WA",1003,0,0,"Camera Issued"
"2024","WA",4262,0,0,"Camera Issued"
"2024","WA",934,0,0,"Police Issued"
"2024","WA",707,0,0,"Camera Issued"
"2024","WA",554,0,0,"Camera Issued"
"2024","WA",3170,0,0,"Camera Issued"
"2024","WA",10349,0,0,"Camera Issued"
"2024","WA",1868,0,0,"Police Issued"
"2024","WA",2433,0,0,"Camera Issued"
"2024","WA",576,0,0,"Camera Issued"
"2024","WA",4621,0,0,"Camera Issued"
"2024","WA",14620,0,0,"Camera Issued"
"2024","WA",2100,0,0,"Police Issued"
"2024","WA",5230,0,0,"Camera Issued"
"2024","WA",100,0,0,"Camera Issued"
"2024","WA",1219,0,0,"Camera Issued"
"2024","WA",3488,0,0,"Camera Issued"
"2024","WA",444,0,0,"Police Issued"
"2024","WA",1726,0,0,"Camera Issued"
"2024","NSW",101,0,2,"Police Issued"
"2024","NSW",107,0,1,"Police Issued"
"2024","NSW",100,0,0,"Police Issued"
"2024","NSW",36,0,0,"Police Issued"
"2024","NSW",42304,0,0,"Camera Issued"
"2024","NSW",3248,0,0,"Camera Issued"
"2024","NSW",19149,0,0,"Camera Issued"
"2024","NT",3,0,0,"Camera Issued"
"2024","NT",0,0,1,"Other"
"2024","NT",3,0,0,"Police Issued"
"2024","NT",101,0,0,"Camera Issued"
"2024","NT",250,0,0,"Camera Issued"
"2024","NT",0,1,10,"Other"
"2024","NT",63,0,0,"Police Issued"
"2024","NT",273,0,0,"Camera Issued"
"2024","NT",571,0,0,"Camera Issued"
"2024","NT",0,0,4,"Other"
"2024","NT",88,0,0,"Police Issued"
"2024","NT",458,0,0,"Camera Issued"
"2024","NT",658,0,0,"Camera Issued"
"2024","NT",0,1,6,"Other"
