"YEAR","JURISDICTION","FINES","ARRESTS","CHARGES","DETECTION_STD"
"2024","VIC",24,0,0,"Camera Issued"
"2024","VIC",13,0,0,"Camera Issued"
"2024","ACT",1,0,0,"Camera Issued"
"2024","ACT",531,0,0,"Camera Issued"
"2024","ACT",186,0,0,"Camera Issued"
"2024","ACT",142,1,5,"Police Issued"
"2024","ACT",1066,0,0,"Camera Issued"
"2024","ACT",458,0,0,"Camera Issued"
"2024","ACT",226,0,5,"Police Issued"
"2024","ACT",1727,0,0,"Camera Issued"
"2024","ACT",664,0,0,"Camera Issued"
"2024","ACT",168,1,6,"Police Issued"
"2024","ACT",488,0,0,"Camera Issued"
"2024","ACT",224,0,0,"Camera Issued"
"2024","ACT",14,0,0,"Police Issued"
"2024","ACT",119,0,0,"Camera Issued"
"2024","ACT",39,0,0,"Camera Issued"
"2024","NSW",2,0,3,"Police Issued"
"2024","NSW",1683,0,33,"Police Issued"
"2024","NSW",1851,0,16,"Police Issued"
"2024","NSW",1602,0,13,"Police Issued"
"2024","NSW",237,0,0,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",2,0,0,"Camera Issued"
"2024","SA",377,0,0,"Camera Issued"
"2024","SA",524,0,0,"Camera Issued"
"2024","SA",262,1,4,"Police Issued"
"2024","SA",843,0,0,"Camera Issued"
"2024","SA",1371,0,0,"Camera Issued"
"2024","SA",398,5,5,"Police Issued"
"2024","SA",1700,0,0,"Camera Issued"
"2024","SA",2330,0,0,"Camera Issued"
"2024","SA",386,0,4,"Police Issued"
"2024","SA",703,0,0,"Camera Issued"
"2024","SA",756,0,0,"Camera Issued"
"2024","SA",110,0,0,"Police Issued"
"2024","SA",154,0,0,"Camera Issued"
"2024","SA",148,0,0,"Camera Issued"
"2024","SA",1,0,0,"Police Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",98,0,0,"Camera Issued"
"2024","VIC",43,0,0,"Camera Issued"
"2024","VIC",120,0,0,"Camera Issued"
"2024","VIC",58,0,0,"Camera Issued"
"2024","VIC",174,0,0,"Camera Issued"
"2024","VIC",93,0,0,"Camera Issued"
"2024","VIC",28,0,0,"Camera Issued"
"2024","VIC",14,0,0,"Camera Issued"
"2024","VIC",39,0,0,"Camera Issued"
"2024","VIC",11,0,0,"Camera Issued"
"2024","ACT",1,0,0,"Camera Issued"
"2024","ACT",1,0,0,"Police Issued"
"2024","ACT",468,0,0,"Camera Issued"
"2024","ACT",159,0,0,"Camera Issued"
"2024","ACT",80,0,2,"Police Issued"
"2024","ACT",1233,0,0,"Camera Issued"
"2024","ACT",370,0,0,"Camera Issued"
"2024","ACT",108,1,1,"Police Issued"
"2024","ACT",1971,0,0,"Camera Issued"
"2024","ACT",522,0,0,"Camera Issued"
"2024","ACT",103,0,2,"Police Issued"
"2024","ACT",606,0,0,"Camera Issued"
"2024","ACT",172,0,0,"Camera Issued"
"2024","ACT",12,0,0,"Police Issued"
"2024","ACT",169,0,0,"Camera Issued"
"2024","ACT",43,0,0,"Camera Issued"
"2024","ACT",1,0,0,"Police Issued"
"2024","NSW",11,0,2,"Police Issued"
"2024","NSW",2424,0,51,"Police Issued"
"2024","NSW",2584,0,26,"Police Issued"
"2024","NSW",2291,0,11,"Police Issued"
"2024","NSW",372,0,1,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",410,0,0,"Camera Issued"
"2024","SA",530,0,0,"Camera Issued"
"2024","SA",325,1,4,"Police Issued"
"2024","SA",1035,0,0,"Camera Issued"
"2024","SA",1284,0,0,"Camera Issued"
"2024","SA",474,3,2,"Police Issued"
"2024","SA",1982,0,0,"Camera Issued"
"2024","SA",2306,0,0,"Camera Issued"
"2024","SA",563,2,3,"Police Issued"
"2024","SA",832,0,0,"Camera Issued"
"2024","SA",715,0,0,"Camera Issued"
"2024","SA",133,0,0,"Police Issued"
"2024","SA",196,0,0,"Camera Issued"
"2024","SA",162,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",59,0,0,"Camera Issued"
"2024","VIC",85,0,0,"Camera Issued"
"2024","VIC",89,0,0,"Camera Issued"
"2024","VIC",91,0,0,"Camera Issued"
"2024","VIC",90,0,0,"Camera Issued"
"2024","VIC",158,0,0,"Camera Issued"
"2024","VIC",28,0,0,"Camera Issued"
"2024","VIC",20,0,0,"Camera Issued"
"2024","VIC",20,0,0,"Camera Issued"
"2024","VIC",22,0,0,"Camera Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",2,0,0,"Police Issued"
"2023","ACT",559,0,0,"Camera Issued"
"2023","ACT",143,0,0,"Camera Issued"
"2023","ACT",59,0,0,"Police Issued"
"2023","ACT",1550,0,0,"Camera Issued"
"2023","ACT",313,0,0,"Camera Issued"
"2023","ACT",98,0,0,"Police Issued"
"2023","ACT",2722,0,0,"Camera Issued"
"2023","ACT",476,0,0,"Camera Issued"
"2023","ACT",47,0,0,"Police Issued"
"2023","ACT",836,0,0,"Camera Issued"
"2023","ACT",148,0,0,"Camera Issued"
"2023","ACT",5,0,0,"Police Issued"
"2023","ACT",92,0,0,"Camera Issued"
"2023","ACT",12,0,0,"Camera Issued"
"2023","NSW",4,0,0,"Police Issued"
"2023","NSW",1655,0,34,"Police Issued"
"2023","NSW",1989,0,20,"Police Issued"
"2023","NSW",1746,0,12,"Police Issued"
"2023","NSW",252,0,0,"Police Issued"
"2023","VIC",2784,0,0,"Camera Issued"
"2023","VIC",466,0,0,"Camera Issued"
"2023","VIC",1050,0,0,"Police Issued"
"2023","VIC",11589,0,0,"Camera Issued"
"2023","VIC",1827,0,0,"Camera Issued"
"2023","VIC",1863,0,0,"Police Issued"
"2023","VIC",19952,0,0,"Camera Issued"
"2023","VIC",3350,0,0,"Camera Issued"
"2023","VIC",1966,0,0,"Police Issued"
"2023","VIC",5764,0,0,"Camera Issued"
"2023","VIC",1434,0,0,"Camera Issued"
"2023","VIC",381,0,0,"Police Issued"
"2023","VIC",11839,0,0,"Camera Issued"
"2023","VIC",1600,0,0,"Camera Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",1,0,0,"Police Issued"
"2023","ACT",508,0,0,"Camera Issued"
"2023","ACT",220,0,0,"Camera Issued"
"2023","ACT",27,0,0,"Police Issued"
"2023","ACT",1149,0,0,"Camera Issued"
"2023","ACT",463,0,0,"Camera Issued"
"2023","ACT",52,0,0,"Police Issued"
"2023","ACT",2115,0,0,"Camera Issued"
"2023","ACT",582,0,0,"Camera Issued"
"2023","ACT",33,0,0,"Police Issued"
"2023","ACT",735,0,0,"Camera Issued"
"2023","ACT",243,0,0,"Camera Issued"
"2023","ACT",4,0,0,"Police Issued"
"2023","ACT",91,0,0,"Camera Issued"
"2023","ACT",13,0,0,"Camera Issued"
"2023","NSW",3,0,1,"Police Issued"
"2023","NSW",1387,0,32,"Police Issued"
"2023","NSW",1694,0,24,"Police Issued"
"2023","NSW",1503,0,11,"Police Issued"
"2023","NSW",202,0,0,"Police Issued"
"2023","VIC",2,0,0,"Police Issued"
"2023","VIC",2051,0,0,"Camera Issued"
"2023","VIC",1926,0,0,"Camera Issued"
"2023","VIC",762,0,0,"Police Issued"
"2023","VIC",8561,0,0,"Camera Issued"
"2023","VIC",8726,0,0,"Camera Issued"
"2023","VIC",1464,0,0,"Police Issued"
"2023","VIC",14791,0,0,"Camera Issued"
"2023","VIC",14530,0,0,"Camera Issued"
"2023","VIC",1695,0,0,"Police Issued"
"2023","VIC",4488,0,0,"Camera Issued"
"2023","VIC",4294,0,0,"Camera Issued"
"2023","VIC",325,0,0,"Police Issued"
"2023","VIC",9373,0,0,"Camera Issued"
"2023","VIC",7165,0,0,"Camera Issued"
"2023","VIC",2,0,0,"Police Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",7,0,0,"Police Issued"
"2023","ACT",538,0,0,"Camera Issued"
"2023","ACT",222,0,0,"Camera Issued"
"2023","ACT",52,0,0,"Police Issued"
"2023","ACT",1172,0,0,"Camera Issued"
"2023","ACT",532,0,0,"Camera Issued"
"2023","ACT",55,0,0,"Police Issued"
"2023","ACT",2126,0,0,"Camera Issued"
"2023","ACT",725,0,0,"Camera Issued"
"2023","ACT",46,0,0,"Police Issued"
"2023","ACT",697,0,0,"Camera Issued"
"2023","ACT",244,0,0,"Camera Issued"
"2023","ACT",61,0,0,"Camera Issued"
"2023","ACT",30,0,0,"Camera Issued"
"2023","NSW",2,0,0,"Police Issued"
"2023","NSW",1624,0,37,"Police Issued"
"2023","NSW",1835,0,26,"Police Issued"
"2023","NSW",1646,0,14,"Police Issued"
"2023","NSW",207,0,0,"Police Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","VIC",2302,0,0,"Camera Issued"
"2023","VIC",2060,0,0,"Camera Issued"
"2023","VIC",932,0,0,"Police Issued"
"2023","VIC",9321,0,0,"Camera Issued"
"2023","VIC",9294,0,0,"Camera Issued"
"2023","VIC",1740,0,0,"Police Issued"
"2023","VIC",16204,0,0,"Camera Issued"
"2023","VIC",15282,0,0,"Camera Issued"
"2023","VIC",2072,0,0,"Police Issued"
"2023","VIC",4903,0,0,"Camera Issued"
"2023","VIC",4603,0,0,"Camera Issued"
"2023","VIC",367,0,0,"Police Issued"
"2023","VIC",10282,0,0,"Camera Issued"
"2023","VIC",7568,0,0,"Camera Issued"
"2023","VIC",2,0,0,"Police Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",2,0,0,"Police Issued"
"2023","ACT",582,0,0,"Camera Issued"
"2023","ACT",157,0,0,"Camera Issued"
"2023","ACT",99,0,0,"Police Issued"
"2023","ACT",1317,0,0,"Camera Issued"
"2023","ACT",295,0,0,"Camera Issued"
"2023","ACT",126,0,0,"Police Issued"
"2023","ACT",2313,0,0,"Camera Issued"
"2023","ACT",468,0,0,"Camera Issued"
"2023","ACT",107,0,0,"Police Issued"
"2023","ACT",704,0,0,"Camera Issued"
"2023","ACT",155,0,0,"Camera Issued"
"2023","ACT",8,0,0,"Police Issued"
"2023","ACT",64,0,0,"Camera Issued"
"2023","ACT",14,0,0,"Camera Issued"
"2023","NSW",5,0,1,"Police Issued"
"2023","NSW",1858,0,30,"Police Issued"
"2023","NSW",2231,0,36,"Police Issued"
"2023","NSW",1845,0,6,"Police Issued"
"2023","NSW",229,0,0,"Police Issued"
"2023","VIC",2127,0,0,"Camera Issued"
"2023","VIC",1945,0,0,"Camera Issued"
"2023","VIC",875,0,0,"Police Issued"
"2023","VIC",8718,0,0,"Camera Issued"
"2023","VIC",8560,0,0,"Camera Issued"
"2023","VIC",1536,0,0,"Police Issued"
"2023","VIC",14749,0,0,"Camera Issued"
"2023","VIC",13962,0,0,"Camera Issued"
"2023","VIC",1677,0,0,"Police Issued"
"2023","VIC",4455,0,0,"Camera Issued"
"2023","VIC",4175,0,0,"Camera Issued"
"2023","VIC",306,0,0,"Police Issued"
"2023","VIC",9551,0,0,"Camera Issued"
"2023","VIC",6799,0,0,"Camera Issued"
"2023","VIC",8,0,0,"Police Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",3,0,0,"Police Issued"
"2023","ACT",510,0,0,"Camera Issued"
"2023","ACT",178,0,0,"Camera Issued"
"2023","ACT",55,0,0,"Police Issued"
"2023","ACT",1196,0,0,"Camera Issued"
"2023","ACT",352,0,0,"Camera Issued"
"2023","ACT",52,0,0,"Police Issued"
"2023","ACT",2112,0,0,"Camera Issued"
"2023","ACT",532,0,0,"Camera Issued"
"2023","ACT",47,0,0,"Police Issued"
"2023","ACT",679,0,0,"Camera Issued"
"2023","ACT",175,0,0,"Camera Issued"
"2023","ACT",4,0,0,"Police Issued"
"2023","ACT",71,0,0,"Camera Issued"
"2023","ACT",23,0,0,"Camera Issued"
"2023","NSW",5,0,1,"Police Issued"
"2023","NSW",1606,0,39,"Police Issued"
"2023","NSW",1940,0,17,"Police Issued"
"2023","NSW",1698,0,11,"Police Issued"
"2023","NSW",239,0,0,"Police Issued"
"2023","VIC",3011,0,0,"Camera Issued"
"2023","VIC",2190,0,0,"Camera Issued"
"2023","VIC",1061,0,0,"Police Issued"
"2023","VIC",10596,0,0,"Camera Issued"
"2023","VIC",8854,0,0,"Camera Issued"
"2023","VIC",2022,0,0,"Police Issued"
"2023","VIC",17654,0,0,"Camera Issued"
"2023","VIC",14350,0,0,"Camera Issued"
"2023","VIC",2386,0,0,"Police Issued"
"2023","VIC",4860,0,0,"Camera Issued"
"2023","VIC",3777,0,0,"Camera Issued"
"2023","VIC",461,0,0,"Police Issued"
"2023","VIC",11578,0,0,"Camera Issued"
"2023","VIC",7057,0,0,"Camera Issued"
"2023","VIC",4,0,0,"Police Issued"
"2023","ACT",2,0,0,"Camera Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",3,0,0,"Police Issued"
"2023","ACT",462,0,0,"Camera Issued"
"2023","ACT",207,0,0,"Camera Issued"
"2023","ACT",70,0,0,"Police Issued"
"2023","ACT",1090,0,0,"Camera Issued"
"2023","ACT",426,0,0,"Camera Issued"
"2023","ACT",75,0,0,"Police Issued"
"2023","ACT",1863,0,0,"Camera Issued"
"2023","ACT",618,0,0,"Camera Issued"
"2023","ACT",60,0,0,"Police Issued"
"2023","ACT",570,0,0,"Camera Issued"
"2023","ACT",214,0,0,"Camera Issued"
"2023","ACT",7,0,0,"Police Issued"
"2023","ACT",81,0,0,"Camera Issued"
"2023","ACT",20,0,0,"Camera Issued"
"2023","NSW",3,0,4,"Police Issued"
"2023","NSW",1979,0,45,"Police Issued"
"2023","NSW",2153,0,26,"Police Issued"
"2023","NSW",1812,0,11,"Police Issued"
"2023","NSW",249,0,1,"Police Issued"
"2023","VIC",2842,0,0,"Camera Issued"
"2023","VIC",2289,0,0,"Camera Issued"
"2023","VIC",1012,0,0,"Police Issued"
"2023","VIC",10154,0,0,"Camera Issued"
"2023","VIC",8754,0,0,"Camera Issued"
"2023","VIC",1889,0,0,"Police Issued"
"2023","VIC",17210,0,0,"Camera Issued"
"2023","VIC",13235,0,0,"Camera Issued"
"2023","VIC",2112,0,0,"Police Issued"
"2023","VIC",4889,0,0,"Camera Issued"
"2023","VIC",3723,0,0,"Camera Issued"
"2023","VIC",351,0,0,"Police Issued"
"2023","VIC",11040,0,0,"Camera Issued"
"2023","VIC",6547,0,0,"Camera Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",2,0,0,"Camera Issued"
"2023","ACT",1,0,0,"Police Issued"
"2023","ACT",491,0,0,"Camera Issued"
"2023","ACT",224,0,0,"Camera Issued"
"2023","ACT",38,0,0,"Police Issued"
"2023","ACT",1102,0,0,"Camera Issued"
"2023","ACT",507,0,0,"Camera Issued"
"2023","ACT",57,0,0,"Police Issued"
"2023","ACT",1809,0,0,"Camera Issued"
"2023","ACT",618,0,0,"Camera Issued"
"2023","ACT",44,0,0,"Police Issued"
"2023","ACT",615,0,0,"Camera Issued"
"2023","ACT",242,0,0,"Camera Issued"
"2023","ACT",2,0,0,"Police Issued"
"2023","ACT",68,0,0,"Camera Issued"
"2023","ACT",30,0,0,"Camera Issued"
"2023","NSW",5,0,0,"Police Issued"
"2023","NSW",1776,0,31,"Police Issued"
"2023","NSW",1994,0,30,"Police Issued"
"2023","NSW",1752,0,13,"Police Issued"
"2023","NSW",231,0,0,"Police Issued"
"2023","VIC",3033,0,0,"Camera Issued"
"2023","VIC",2213,0,0,"Camera Issued"
"2023","VIC",847,0,0,"Police Issued"
"2023","VIC",10486,0,0,"Camera Issued"
"2023","VIC",8446,0,0,"Camera Issued"
"2023","VIC",1672,0,0,"Police Issued"
"2023","VIC",17925,0,0,"Camera Issued"
"2023","VIC",13279,0,0,"Camera Issued"
"2023","VIC",1854,0,0,"Police Issued"
"2023","VIC",5337,0,0,"Camera Issued"
"2023","VIC",3836,0,0,"Camera Issued"
"2023","VIC",362,0,0,"Police Issued"
"2023","VIC",12217,0,0,"Camera Issued"
"2023","VIC",6763,0,0,"Camera Issued"
"2023","VIC",3,0,0,"Police Issued"
"2023","VIC",2469,0,0,"Camera Issued"
"2023","VIC",1946,0,0,"Camera Issued"
"2023","VIC",873,0,0,"Police Issued"
"2023","VIC",9869,0,0,"Camera Issued"
"2023","VIC",8041,0,0,"Camera Issued"
"2023","VIC",1609,0,0,"Police Issued"
"2023","VIC",16348,0,0,"Camera Issued"
"2023","VIC",13688,0,0,"Camera Issued"
"2023","VIC",1749,0,0,"Police Issued"
"2023","VIC",4888,0,0,"Camera Issued"
"2023","VIC",3967,0,0,"Camera Issued"
"2023","VIC",326,0,0,"Police Issued"
"2023","VIC",10639,0,0,"Camera Issued"
"2023","VIC",6921,0,0,"Camera Issued"
"2023","VIC",4,0,0,"Police Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",2,0,0,"Police Issued"
"2023","ACT",452,0,0,"Camera Issued"
"2023","ACT",176,0,0,"Camera Issued"
"2023","ACT",42,0,0,"Police Issued"
"2023","ACT",1108,0,0,"Camera Issued"
"2023","ACT",404,0,0,"Camera Issued"
"2023","ACT",47,0,0,"Police Issued"
"2023","ACT",1805,0,0,"Camera Issued"
"2023","ACT",558,0,0,"Camera Issued"
"2023","ACT",47,0,0,"Police Issued"
"2023","ACT",527,0,0,"Camera Issued"
"2023","ACT",203,0,0,"Camera Issued"
"2023","ACT",4,0,0,"Police Issued"
"2023","ACT",72,0,0,"Camera Issued"
"2023","ACT",21,0,0,"Camera Issued"
"2023","NSW",4,0,0,"Police Issued"
"2023","NSW",2304,0,36,"Police Issued"
"2023","NSW",2791,0,44,"Police Issued"
"2023","NSW",2416,0,16,"Police Issued"
"2023","NSW",390,0,0,"Police Issued"
"2023","VIC",2907,0,0,"Camera Issued"
"2023","VIC",2024,0,0,"Camera Issued"
"2023","VIC",949,0,0,"Police Issued"
"2023","VIC",10464,0,0,"Camera Issued"
"2023","VIC",8418,0,0,"Camera Issued"
"2023","VIC",1669,0,0,"Police Issued"
"2023","VIC",16073,0,0,"Camera Issued"
"2023","VIC",13468,0,0,"Camera Issued"
"2023","VIC",1941,0,0,"Police Issued"
"2023","VIC",4334,0,0,"Camera Issued"
"2023","VIC",3784,0,0,"Camera Issued"
"2023","VIC",335,0,0,"Police Issued"
"2023","VIC",10968,0,0,"Camera Issued"
"2023","VIC",7008,0,0,"Camera Issued"
"2023","VIC",2,0,0,"Police Issued"
"2023","ACT",2,0,0,"Camera Issued"
"2023","ACT",2,0,0,"Police Issued"
"2023","ACT",407,0,0,"Camera Issued"
"2023","ACT",204,0,0,"Camera Issued"
"2023","ACT",83,0,0,"Police Issued"
"2023","ACT",1005,0,0,"Camera Issued"
"2023","ACT",545,0,0,"Camera Issued"
"2023","ACT",86,0,0,"Police Issued"
"2023","ACT",1682,0,0,"Camera Issued"
"2023","ACT",770,0,0,"Camera Issued"
"2023","ACT",64,0,0,"Police Issued"
"2023","ACT",444,0,0,"Camera Issued"
"2023","ACT",205,0,0,"Camera Issued"
"2023","ACT",6,0,0,"Police Issued"
"2023","ACT",69,0,0,"Camera Issued"
"2023","ACT",31,0,0,"Camera Issued"
"2023","NSW",5,0,5,"Police Issued"
"2023","NSW",1569,0,31,"Police Issued"
"2023","NSW",1819,0,36,"Police Issued"
"2023","NSW",1584,0,19,"Police Issued"
"2023","NSW",226,0,0,"Police Issued"
"2023","VIC",2,0,0,"Police Issued"
"2023","VIC",2779,0,0,"Camera Issued"
"2023","VIC",2161,0,0,"Camera Issued"
"2023","VIC",1046,0,0,"Police Issued"
"2023","VIC",9515,0,0,"Camera Issued"
"2023","VIC",9376,0,0,"Camera Issued"
"2023","VIC",1885,0,0,"Police Issued"
"2023","VIC",15372,0,0,"Camera Issued"
"2023","VIC",15228,0,0,"Camera Issued"
"2023","VIC",2131,0,0,"Police Issued"
"2023","VIC",4298,0,0,"Camera Issued"
"2023","VIC",4325,0,0,"Camera Issued"
"2023","VIC",359,0,0,"Police Issued"
"2023","VIC",10208,0,0,"Camera Issued"
"2023","VIC",7431,0,0,"Camera Issued"
"2023","ACT",2,0,0,"Camera Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",4,0,0,"Police Issued"
"2023","ACT",473,0,0,"Camera Issued"
"2023","ACT",194,0,0,"Camera Issued"
"2023","ACT",61,0,0,"Police Issued"
"2023","ACT",893,0,0,"Camera Issued"
"2023","ACT",504,0,0,"Camera Issued"
"2023","ACT",63,0,0,"Police Issued"
"2023","ACT",1520,0,0,"Camera Issued"
"2023","ACT",631,0,0,"Camera Issued"
"2023","ACT",40,0,0,"Police Issued"
"2023","ACT",431,0,0,"Camera Issued"
"2023","ACT",237,0,0,"Camera Issued"
"2023","ACT",7,0,0,"Police Issued"
"2023","ACT",66,0,0,"Camera Issued"
"2023","ACT",24,0,0,"Camera Issued"
"2023","NSW",3,0,0,"Police Issued"
"2023","NSW",1749,0,32,"Police Issued"
"2023","NSW",1974,0,25,"Police Issued"
"2023","NSW",1730,0,14,"Police Issued"
"2023","NSW",252,0,0,"Police Issued"
"2023","ACT",4,0,0,"Police Issued"
"2023","ACT",473,0,0,"Camera Issued"
"2023","ACT",223,0,0,"Camera Issued"
"2023","ACT",55,0,0,"Police Issued"
"2023","ACT",1001,0,0,"Camera Issued"
"2023","ACT",515,0,0,"Camera Issued"
"2023","ACT",59,0,0,"Police Issued"
"2023","ACT",1796,0,0,"Camera Issued"
"2023","ACT",700,0,0,"Camera Issued"
"2023","ACT",38,0,0,"Police Issued"
"2023","ACT",524,0,0,"Camera Issued"
"2023","ACT",257,0,0,"Camera Issued"
"2023","ACT",6,0,0,"Police Issued"
"2023","ACT",82,0,0,"Camera Issued"
"2023","ACT",29,0,0,"Camera Issued"
"2023","NSW",2,0,0,"Police Issued"
"2023","NSW",1688,0,32,"Police Issued"
"2023","NSW",1769,0,21,"Police Issued"
"2023","NSW",1589,0,13,"Police Issued"
"2023","NSW",243,0,0,"Police Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","VIC",3632,0,0,"Camera Issued"
"2023","VIC",2567,0,0,"Camera Issued"
"2023","VIC",1075,0,0,"Police Issued"
"2023","VIC",11843,0,0,"Camera Issued"
"2023","VIC",8967,0,0,"Camera Issued"
"2023","VIC",1836,0,0,"Police Issued"
"2023","VIC",19526,0,0,"Camera Issued"
"2023","VIC",14497,0,0,"Camera Issued"
"2023","VIC",2030,0,0,"Police Issued"
"2023","VIC",5840,0,0,"Camera Issued"
"2023","VIC",4074,0,0,"Camera Issued"
"2023","VIC",385,0,0,"Police Issued"
"2023","VIC",13208,0,0,"Camera Issued"
"2023","VIC",7242,0,0,"Camera Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","ACT",2,0,0,"Camera Issued"
"2023","ACT",1,0,0,"Camera Issued"
"2023","ACT",4,0,0,"Police Issued"
"2023","ACT",524,0,0,"Camera Issued"
"2023","ACT",177,0,0,"Camera Issued"
"2023","ACT",62,0,0,"Police Issued"
"2023","ACT",1202,0,0,"Camera Issued"
"2023","ACT",480,0,0,"Camera Issued"
"2023","ACT",59,0,0,"Police Issued"
"2023","ACT",2074,0,0,"Camera Issued"
"2023","ACT",608,0,0,"Camera Issued"
"2023","ACT",40,0,0,"Police Issued"
"2023","ACT",590,0,0,"Camera Issued"
"2023","ACT",195,0,0,"Camera Issued"
"2023","ACT",2,0,0,"Police Issued"
"2023","ACT",90,0,0,"Camera Issued"
"2023","ACT",31,0,0,"Camera Issued"
"2023","NSW",8,0,11,"Police Issued"
"2023","NSW",2158,0,43,"Police Issued"
"2023","NSW",2618,0,28,"Police Issued"
"2023","NSW",2315,0,10,"Police Issued"
"2023","NSW",350,0,0,"Police Issued"
"2023","VIC",1,0,0,"Police Issued"
"2023","VIC",3801,0,0,"Camera Issued"
"2023","VIC",2502,0,0,"Camera Issued"
"2023","VIC",1186,0,0,"Police Issued"
"2023","VIC",12743,0,0,"Camera Issued"
"2023","VIC",9500,0,0,"Camera Issued"
"2023","VIC",2024,0,0,"Police Issued"
"2023","VIC",21120,0,0,"Camera Issued"
"2023","VIC",14316,0,0,"Camera Issued"
"2023","VIC",1964,0,0,"Police Issued"
"2023","VIC",6203,0,0,"Camera Issued"
"2023","VIC",4145,0,0,"Camera Issued"
"2023","VIC",386,0,0,"Police Issued"
"2023","VIC",13780,0,0,"Camera Issued"
"2023","VIC",7222,0,0,"Camera Issued"
"2023","VIC",4,0,0,"Police Issued"
"2024","ACT",2,0,0,"Camera Issued"
"2024","ACT",3,0,0,"Camera Issued"
"2024","ACT",3,0,0,"Police Issued"
"2024","ACT",516,0,0,"Camera Issued"
"2024","ACT",146,0,0,"Camera Issued"
"2024","ACT",50,0,2,"Police Issued"
"2024","ACT",1269,0,0,"Camera Issued"
"2024","ACT",385,0,0,"Camera Issued"
"2024","ACT",89,0,1,"Police Issued"
"2024","ACT",2317,0,0,"Camera Issued"
"2024","ACT",445,0,0,"Camera Issued"
"2024","ACT",54,0,0,"Police Issued"
"2024","ACT",634,0,0,"Camera Issued"
"2024","ACT",151,0,0,"Camera Issued"
"2024","ACT",3,0,0,"Police Issued"
"2024","ACT",68,0,0,"Camera Issued"
"2024","ACT",15,0,0,"Camera Issued"
"2024","NSW",7,0,1,"Police Issued"
"2024","NSW",2010,0,33,"Police Issued"
"2024","NSW",2266,0,30,"Police Issued"
"2024","NSW",2,0,0,"Police Issued"
"2024","NSW",347,0,1,"Police Issued"
"2024","NSW",639,0,1,"Police Issued"
"2024","NSW",732,0,1,"Police Issued"
"2024","NSW",194,0,0,"Police Issued"
"2024","SA",1,0,0,"Camera Issued"
"2024","SA",30,0,0,"Camera Issued"
"2024","SA",48,0,0,"Camera Issued"
"2024","SA",184,1,1,"Police Issued"
"2024","SA",57,0,0,"Camera Issued"
"2024","SA",161,0,0,"Camera Issued"
"2024","SA",369,0,1,"Police Issued"
"2024","SA",74,0,0,"Camera Issued"
"2024","SA",282,0,0,"Camera Issued"
"2024","SA",458,1,2,"Police Issued"
"2024","SA",15,0,0,"Camera Issued"
"2024","SA",128,0,0,"Camera Issued"
"2024","SA",110,0,1,"Police Issued"
"2024","SA",8,0,0,"Camera Issued"
"2024","SA",8,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",0,0,0,"Camera Issued"
"2024","VIC",5,0,0,"Camera Issued"
"2024","VIC",101,0,0,"Camera Issued"
"2024","VIC",7,0,0,"Camera Issued"
"2024","VIC",354,0,0,"Camera Issued"
"2024","VIC",19,0,0,"Camera Issued"
"2024","VIC",636,0,0,"Camera Issued"
"2024","VIC",6,0,0,"Camera Issued"
"2024","VIC",231,0,0,"Camera Issued"
"2024","VIC",1,0,0,"Camera Issued"
"2024","VIC",23,0,0,"Camera Issued"
"2024","NSW",0,0,1,"Police Issued"
"2024","NSW",331,0,2,"Police Issued"
"2024","NSW",557,0,2,"Police Issued"
"2024","NSW",730,0,2,"Police Issued"
"2024","NSW",173,0,0,"Police Issued"
"2024","SA",2,0,0,"Police Issued"
"2024","SA",15,0,0,"Camera Issued"
"2024","SA",42,0,0,"Camera Issued"
"2024","SA",211,0,1,"Police Issued"
"2024","SA",49,0,0,"Camera Issued"
"2024","SA",119,0,0,"Camera Issued"
"2024","SA",381,0,1,"Police Issued"
"2024","SA",62,0,0,"Camera Issued"
"2024","SA",170,0,0,"Camera Issued"
"2024","SA",502,0,2,"Police Issued"
"2024","SA",18,0,0,"Camera Issued"
"2024","SA",64,0,0,"Camera Issued"
