"YEAR","JURISDICTION","LOCATION","FINES","ARRESTS","CHARGES"
"2024","NSW","Outer Regional Australia",706,0,2
"2024","NSW","Outer Regional Australia",205,0,0
"2024","SA","Outer Regional Australia",0,0,1
"2024","SA","Outer Regional Australia",21,0,0
"2024","SA","Outer Regional Australia",43,0,0
"2024","SA","Outer Regional Australia",193,0,1
"2024","SA","Outer Regional Australia",40,0,0
"2024","SA","Outer Regional Australia",148,0,0
"2024","SA","Outer Regional Australia",379,1,2
"2024","SA","Outer Regional Australia",47,0,0
"2024","SA","Outer Regional Australia",296,0,0
"2024","SA","Outer Regional Australia",508,0,3
"2024","SA","Outer Regional Australia",15,0,0
"2024","SA","Outer Regional Australia",159,0,0
"2024","SA","Outer Regional Australia",155,0,0
"2024","SA","Outer Regional Australia",5,0,0
"2024","SA","Outer Regional Australia",14,0,0
"2024","SA","Outer Regional Australia",1,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",1,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",6,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",4,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",2,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",1,0,0
"2024","NSW","Outer Regional Australia",2,0,0
"2024","NSW","Outer Regional Australia",338,0,2
"2024","NSW","Outer Regional Australia",545,0,3
"2024","NSW","Outer Regional Australia",633,0,0
"2024","NSW","Outer Regional Australia",163,0,0
"2024","SA","Outer Regional Australia",2,0,0
"2024","SA","Outer Regional Australia",29,0,0
"2024","SA","Outer Regional Australia",33,0,0
"2024","SA","Outer Regional Australia",189,0,0
"2024","SA","Outer Regional Australia",33,0,0
"2024","SA","Outer Regional Australia",103,0,0
"2024","SA","Outer Regional Australia",358,1,2
"2024","SA","Outer Regional Australia",56,0,0
"2024","SA","Outer Regional Australia",184,0,0
"2024","SA","Outer Regional Australia",463,0,1
"2024","SA","Outer Regional Australia",15,0,0
"2024","SA","Outer Regional Australia",74,0,0
"2024","SA","Outer Regional Australia",127,0,0
"2024","SA","Outer Regional Australia",11,0,0
"2024","SA","Outer Regional Australia",4,0,0
"2024","SA","Outer Regional Australia",1,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",5,0,0
"2024","VIC","Outer Regional Australia",1,0,0
"2024","VIC","Outer Regional Australia",10,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",2,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","NSW","Outer Regional Australia",468,0,2
"2024","NSW","Outer Regional Australia",705,0,9
"2024","NSW","Outer Regional Australia",825,0,1
"2024","NSW","Outer Regional Australia",229,0,0
"2024","SA","Outer Regional Australia",1,0,0
"2024","SA","Outer Regional Australia",17,0,0
"2024","SA","Outer Regional Australia",24,0,0
"2024","SA","Outer Regional Australia",251,0,4
"2024","SA","Outer Regional Australia",39,0,0
"2024","SA","Outer Regional Australia",88,0,0
"2024","SA","Outer Regional Australia",500,0,1
"2024","SA","Outer Regional Australia",55,0,0
"2024","SA","Outer Regional Australia",182,0,0
"2024","SA","Outer Regional Australia",634,0,4
"2024","SA","Outer Regional Australia",16,0,0
"2024","SA","Outer Regional Australia",93,0,0
"2024","SA","Outer Regional Australia",160,0,1
"2024","SA","Outer Regional Australia",2,0,0
"2024","SA","Outer Regional Australia",9,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",6,0,0
"2024","VIC","Outer Regional Australia",1,0,0
"2024","VIC","Outer Regional Australia",3,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",2,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",1,0,0
"2024","VIC","Outer Regional Australia",0,0,0
"2024","VIC","Outer Regional Australia",1,0,0
"2023","NSW","Outer Regional Australia",1,0,0
"2023","NSW","Outer Regional Australia",394,0,4
"2023","NSW","Outer Regional Australia",711,0,2
"2023","NSW","Outer Regional Australia",794,0,3
"2023","NSW","Outer Regional Australia",221,0,0
"2023","VIC","Outer Regional Australia",1,0,0
"2023","VIC","Outer Regional Australia",74,0,0
"2023","VIC","Outer Regional Australia",200,0,0
"2023","VIC","Outer Regional Australia",10,0,0
"2023","VIC","Outer Regional Australia",306,0,0
"2023","VIC","Outer Regional Australia",379,0,0
"2023","VIC","Outer Regional Australia",17,0,0
"2023","VIC","Outer Regional Australia",596,0,0
"2023","VIC","Outer Regional Australia",450,0,0
"2023","VIC","Outer Regional Australia",6,0,0
"2023","VIC","Outer Regional Australia",283,0,0
"2023","VIC","Outer Regional Australia",97,0,0
"2023","VIC","Outer Regional Australia",11,0,0
"2023","VIC","Outer Regional Australia",327,0,0
"2023","NSW","Outer Regional Australia",0,0,1
"2023","NSW","Outer Regional Australia",297,0,3
"2023","NSW","Outer Regional Australia",553,0,2
"2023","NSW","Outer Regional Australia",675,0,3
"2023","NSW","Outer Regional Australia",146,0,0
"2023","VIC","Outer Regional Australia",1,0,0
"2023","VIC","Outer Regional Australia",53,0,0
"2023","VIC","Outer Regional Australia",131,0,0
"2023","VIC","Outer Regional Australia",5,0,0
"2023","VIC","Outer Regional Australia",251,0,0
"2023","VIC","Outer Regional Australia",295,0,0
"2023","VIC","Outer Regional Australia",16,0,0
"2023","VIC","Outer Regional Australia",417,0,0
"2023","VIC","Outer Regional Australia",322,0,0
"2023","VIC","Outer Regional Australia",5,0,0
"2023","VIC","Outer Regional Australia",268,0,0
"2023","VIC","Outer Regional Australia",90,0,0
"2023","VIC","Outer Regional Australia",11,0,0
"2023","VIC","Outer Regional Australia",263,0,0
"2023","VIC","Outer Regional Australia",1,0,0
"2023","NSW","Outer Regional Australia",2,0,1
"2023","NSW","Outer Regional Australia",306,0,1
"2023","NSW","Outer Regional Australia",575,0,5
"2023","NSW","Outer Regional Australia",712,0,2
"2023","NSW","Outer Regional Australia",201,0,0
"2023","VIC","Outer Regional Australia",1,0,0
"2023","VIC","Outer Regional Australia",77,0,0
"2023","VIC","Outer Regional Australia",186,0,0
"2023","VIC","Outer Regional Australia",17,0,0
"2023","VIC","Outer Regional Australia",326,0,0
"2023","VIC","Outer Regional Australia",405,0,0
"2023","VIC","Outer Regional Australia",22,0,0
"2023","VIC","Outer Regional Australia",579,0,0
"2023","VIC","Outer Regional Australia",469,0,0
"2023","VIC","Outer Regional Australia",9,0,0
"2023","VIC","Outer Regional Australia",345,0,0
"2023","VIC","Outer Regional Australia",123,0,0
"2023","VIC","Outer Regional Australia",18,0,0
"2023","VIC","Outer Regional Australia",360,0,0
"2023","VIC","Outer Regional Australia",1,0,0
"2023","NSW","Outer Regional Australia",3,0,0
"2023","NSW","Outer Regional Australia",462,0,4
"2023","NSW","Outer Regional Australia",710,0,1
"2023","NSW","Outer Regional Australia",863,0,1
"2023","NSW","Outer Regional Australia",209,0,0
"2023","VIC","Outer Regional Australia",4,0,0
"2023","VIC","Outer Regional Australia",102,0,0
"2023","VIC","Outer Regional Australia",161,0,0
"2023","VIC","Outer Regional Australia",16,0,0
"2023","VIC","Outer Regional Australia",393,0,0
"2023","VIC","Outer Regional Australia",328,0,0
"2023","VIC","Outer Regional Australia",18,0,0
"2023","VIC","Outer Regional Australia",671,0,0
"2023","VIC","Outer Regional Australia",403,0,0
"2023","VIC","Outer Regional Australia",3,0,0
"2023","VIC","Outer Regional Australia",261,0,0
"2023","VIC","Outer Regional Australia",85,0,0
"2023","VIC","Outer Regional Australia",15,0,0
"2023","VIC","Outer Regional Australia",312,0,0
"2023","NSW","Outer Regional Australia",2,0,0
"2023","NSW","Outer Regional Australia",314,0,1
"2023","NSW","Outer Regional Australia",505,0,4
"2023","NSW","Outer Regional Australia",655,0,0
"2023","NSW","Outer Regional Australia",189,0,0
"2023","VIC","Outer Regional Australia",1,0,0
"2023","VIC","Outer Regional Australia",2,0,0
"2023","VIC","Outer Regional Australia",101,0,0
"2023","VIC","Outer Regional Australia",161,0,0
"2023","VIC","Outer Regional Australia",12,0,0
"2023","VIC","Outer Regional Australia",293,0,0
"2023","VIC","Outer Regional Australia",301,0,0
"2023","VIC","Outer Regional Australia",14,0,0
"2023","VIC","Outer Regional Australia",490,0,0
"2023","VIC","Outer Regional Australia",380,0,0
"2023","VIC","Outer Regional Australia",8,0,0
"2023","VIC","Outer Regional Australia",218,0,0
"2023","VIC","Outer Regional Australia",88,0,0
"2023","VIC","Outer Regional Australia",6,0,0
"2023","VIC","Outer Regional Australia",302,0,0
"2023","VIC","Outer Regional Australia",1,0,0
"2023","NSW","Outer Regional Australia",381,0,2
"2023","NSW","Outer Regional Australia",692,0,6
"2023","NSW","Outer Regional Australia",812,0,1
"2023","NSW","Outer Regional Australia",229,0,1
"2023","VIC","Outer Regional Australia",4,0,0
"2023","VIC","Outer Regional Australia",100,0,0
"2023","VIC","Outer Regional Australia",124,0,0
"2023","VIC","Outer Regional Australia",6,0,0
"2023","VIC","Outer Regional Australia",400,0,0
"2023","VIC","Outer Regional Australia",280,0,0
"2023","VIC","Outer Regional Australia",14,0,0
"2023","VIC","Outer Regional Australia",618,0,0
"2023","VIC","Outer Regional Australia",325,0,0
"2023","VIC","Outer Regional Australia",6,0,0
"2023","VIC","Outer Regional Australia",269,0,0
"2023","VIC","Outer Regional Australia",65,0,0
"2023","VIC","Outer Regional Australia",11,0,0
"2023","VIC","Outer Regional Australia",376,0,0
"2023","NSW","Outer Regional Australia",1,0,0
"2023","NSW","Outer Regional Australia",381,0,2
"2023","NSW","Outer Regional Australia",657,0,1
"2023","NSW","Outer Regional Australia",779,0,1
"2023","NSW","Outer Regional Australia",227,0,0
"2023","VIC","Outer Regional Australia",2,0,0
"2023","VIC","Outer Regional Australia",89,0,0
"2023","VIC","Outer Regional Australia",112,0,0
"2023","VIC","Outer Regional Australia",75,0,0
"2023","VIC","Outer Regional Australia",107,0,0
"2023","VIC","Outer Regional Australia",6,0,0
"2023","VIC","Outer Regional Australia",299,0,0
"2023","VIC","Outer Regional Australia",187,0,0
"2023","VIC","Outer Regional Australia",18,0,0
"2023","VIC","Outer Regional Australia",556,0,0
"2023","VIC","Outer Regional Australia",238,0,0
"2023","VIC","Outer Regional Australia",7,0,0
"2023","VIC","Outer Regional Australia",287,0,0
"2023","VIC","Outer Regional Australia",64,0,0
"2023","VIC","Outer Regional Australia",19,0,0
"2023","VIC","Outer Regional Australia",331,0,0
"2023","NSW","Outer Regional Australia",1,0,2
"2023","NSW","Outer Regional Australia",480,0,0
"2023","NSW","Outer Regional Australia",763,0,3
"2023","NSW","Outer Regional Australia",821,0,2
"2023","NSW","Outer Regional Australia",198,0,3
"2023","VIC","Outer Regional Australia",1,0,0
"2023","VIC","Outer Regional Australia",4,0,0
"2023","VIC","Outer Regional Australia",97,0,0
"2023","VIC","Outer Regional Australia",127,0,0
"2023","VIC","Outer Regional Australia",10,0,0
"2023","VIC","Outer Regional Australia",337,0,0
"2023","VIC","Outer Regional Australia",316,0,0
"2023","VIC","Outer Regional Australia",17,0,0
"2023","VIC","Outer Regional Australia",554,0,0
"2023","VIC","Outer Regional Australia",329,0,0
"2023","VIC","Outer Regional Australia",4,0,0
"2023","VIC","Outer Regional Australia",255,0,0
"2023","VIC","Outer Regional Australia",81,0,0
"2023","VIC","Outer Regional Australia",7,0,0
"2023","VIC","Outer Regional Australia",337,0,0
"2023","NSW","Outer Regional Australia",1,0,0
"2023","NSW","Outer Regional Australia",335,0,2
"2023","NSW","Outer Regional Australia",540,0,1
"2023","NSW","Outer Regional Australia",624,0,1
"2023","NSW","Outer Regional Australia",144,0,0
"2023","VIC","Outer Regional Australia",3,0,0
"2023","VIC","Outer Regional Australia",109,0,0
"2023","VIC","Outer Regional Australia",141,0,0
"2023","VIC","Outer Regional Australia",4,0,0
"2023","VIC","Outer Regional Australia",384,0,0
"2023","VIC","Outer Regional Australia",315,0,0
"2023","VIC","Outer Regional Australia",18,0,0
"2023","VIC","Outer Regional Australia",647,0,0
"2023","VIC","Outer Regional Australia",381,0,0
"2023","VIC","Outer Regional Australia",5,0,0
"2023","VIC","Outer Regional Australia",268,0,0
"2023","VIC","Outer Regional Australia",73,0,0
"2023","VIC","Outer Regional Australia",11,0,0
"2023","VIC","Outer Regional Australia",371,0,0
"2023","NSW","Outer Regional Australia",1,0,0
"2023","NSW","Outer Regional Australia",312,0,4
"2023","NSW","Outer Regional Australia",576,0,3
"2023","NSW","Outer Regional Australia",759,0,2
"2023","NSW","Outer Regional Australia",197,0,0
"2023","VIC","Outer Regional Australia",6,0,0
"2023","VIC","Outer Regional Australia",302,0,0
"2023","VIC","Outer Regional Australia",288,0,0
"2023","VIC","Outer Regional Australia",24,0,0
"2023","VIC","Outer Regional Australia",498,0,0
"2023","VIC","Outer Regional Australia",333,0,0
"2023","VIC","Outer Regional Australia",4,0,0
"2023","VIC","Outer Regional Australia",247,0,0
"2023","VIC","Outer Regional Australia",103,0,0
"2023","VIC","Outer Regional Australia",5,0,0
"2023","VIC","Outer Regional Australia",314,0,0
"2023","NSW","Outer Regional Australia",1,0,0
"2023","NSW","Outer Regional Australia",313,0,3
"2023","NSW","Outer Regional Australia",562,0,1
"2023","NSW","Outer Regional Australia",662,0,1
"2023","NSW","Outer Regional Australia",187,0,0
"2023","VIC","Outer Regional Australia",2,0,0
"2023","VIC","Outer Regional Australia",84,0,0
"2023","VIC","Outer Regional Australia",142,0,0
"2023","VIC","Outer Regional Australia",5,0,0
"2023","VIC","Outer Regional Australia",276,0,0
"2023","VIC","Outer Regional Australia",276,0,0
"2023","VIC","Outer Regional Australia",9,0,0
"2023","VIC","Outer Regional Australia",505,0,0
"2023","VIC","Outer Regional Australia",342,0,0
"2023","VIC","Outer Regional Australia",2,0,0
"2023","VIC","Outer Regional Australia",207,0,0
"2023","VIC","Outer Regional Australia",112,0,0
"2023","VIC","Outer Regional Australia",2,0,0
"2023","VIC","Outer Regional Australia",321,0,0
"2023","VIC","Outer Regional Australia",2,0,0
"2023","NSW","Outer Regional Australia",1,0,0
"2023","NSW","Outer Regional Australia",399,0,0
"2023","NSW","Outer Regional Australia",605,0,1
"2023","NSW","Outer Regional Australia",715,0,0
"2023","NSW","Outer Regional Australia",198,0,0
"2023","VIC","Outer Regional Australia",2,0,0
"2023","VIC","Outer Regional Australia",81,0,0
"2023","VIC","Outer Regional Australia",159,0,0
"2023","VIC","Outer Regional Australia",6,0,0
"2023","VIC","Outer Regional Australia",297,0,0
"2023","VIC","Outer Regional Australia",347,0,0
"2023","VIC","Outer Regional Australia",14,0,0
"2023","VIC","Outer Regional Australia",489,0,0
"2023","VIC","Outer Regional Australia",390,0,0
"2023","VIC","Outer Regional Australia",2,0,0
"2023","VIC","Outer Regional Australia",231,0,0
"2023","VIC","Outer Regional Australia",72,0,0
"2023","VIC","Outer Regional Australia",4,0,0
"2023","VIC","Outer Regional Australia",308,0,0
"2023","VIC","Outer Regional Australia",2,0,0
"2024","NSW","Remote Australia",1,0,0
"2024","NSW","Remote Australia",28,0,0
"2024","NSW","Remote Australia",55,0,0
"2024","NSW","Remote Australia",54,0,0
"2024","NSW","Remote Australia",21,0,0
"2024","SA","Remote Australia",7,0,0
"2024","SA","Remote Australia",40,0,1
"2024","SA","Remote Australia",12,0,0
"2024","SA","Remote Australia",70,0,0
"2024","SA","Remote Australia",31,0,0
"2024","SA","Remote Australia",74,0,1
"2024","SA","Remote Australia",5,0,0
"2024","SA","Remote Australia",13,0,0
"2024","SA","Remote Australia",3,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",1,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","NSW","Remote Australia",31,0,0
"2024","NSW","Remote Australia",55,0,0
"2024","NSW","Remote Australia",70,0,0
"2024","NSW","Remote Australia",16,0,0
"2024","SA","Remote Australia",12,0,0
"2024","SA","Remote Australia",45,0,0
"2024","SA","Remote Australia",29,0,0
"2024","SA","Remote Australia",84,0,0
"2024","SA","Remote Australia",41,0,0
"2024","SA","Remote Australia",106,0,0
"2024","SA","Remote Australia",16,0,0
"2024","SA","Remote Australia",31,0,0
"2024","SA","Remote Australia",2,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",1,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",2,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",1,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","NSW","Remote Australia",41,0,0
"2024","NSW","Remote Australia",68,0,0
"2024","NSW","Remote Australia",92,0,0
"2024","NSW","Remote Australia",30,0,0
"2024","SA","Remote Australia",3,0,0
"2024","SA","Remote Australia",62,0,0
"2024","SA","Remote Australia",23,0,0
"2024","SA","Remote Australia",113,0,1
"2024","SA","Remote Australia",41,0,0
"2024","SA","Remote Australia",127,0,0
"2024","SA","Remote Australia",19,0,0
"2024","SA","Remote Australia",43,0,0
"2024","SA","Remote Australia",2,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","NSW","Remote Australia",29,0,0
"2024","NSW","Remote Australia",37,0,0
"2024","NSW","Remote Australia",51,0,0
"2024","NSW","Remote Australia",6,0,0
"2024","SA","Remote Australia",34,0,0
"2024","SA","Remote Australia",9,0,0
"2024","SA","Remote Australia",87,1,2
"2024","SA","Remote Australia",7,0,0
"2024","SA","Remote Australia",104,0,0
"2024","SA","Remote Australia",2,0,0
"2024","SA","Remote Australia",29,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","NSW","Remote Australia",31,0,0
"2024","NSW","Remote Australia",57,0,0
"2024","NSW","Remote Australia",80,0,0
"2024","NSW","Remote Australia",30,0,0
"2024","SA","Remote Australia",1,0,0
"2024","SA","Remote Australia",1,0,0
"2024","SA","Remote Australia",32,0,0
"2024","SA","Remote Australia",3,0,0
"2024","SA","Remote Australia",66,0,0
"2024","SA","Remote Australia",2,0,0
"2024","SA","Remote Australia",78,0,1
"2024","SA","Remote Australia",22,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","NSW","Remote Australia",35,0,0
"2024","NSW","Remote Australia",68,0,0
"2024","NSW","Remote Australia",76,0,0
"2024","NSW","Remote Australia",37,0,0
"2024","SA","Remote Australia",3,0,0
"2024","SA","Remote Australia",33,0,0
"2024","SA","Remote Australia",20,0,0
"2024","SA","Remote Australia",91,0,0
"2024","SA","Remote Australia",49,0,0
"2024","SA","Remote Australia",102,0,0
"2024","SA","Remote Australia",28,0,0
"2024","SA","Remote Australia",28,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",1,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","NSW","Remote Australia",34,0,0
"2024","NSW","Remote Australia",34,0,0
"2024","NSW","Remote Australia",52,0,0
"2024","NSW","Remote Australia",18,0,0
"2024","SA","Remote Australia",2,0,0
"2024","SA","Remote Australia",43,0,1
"2024","SA","Remote Australia",8,0,0
"2024","SA","Remote Australia",83,0,0
"2024","SA","Remote Australia",18,0,0
"2024","SA","Remote Australia",107,0,1
"2024","SA","Remote Australia",3,0,0
"2024","SA","Remote Australia",28,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","NSW","Remote Australia",1,0,0
"2024","NSW","Remote Australia",18,0,0
"2024","NSW","Remote Australia",59,0,0
"2024","NSW","Remote Australia",75,0,0
"2024","NSW","Remote Australia",18,0,0
"2024","SA","Remote Australia",6,0,0
"2024","SA","Remote Australia",33,0,0
"2024","SA","Remote Australia",21,0,0
"2024","SA","Remote Australia",68,0,0
"2024","SA","Remote Australia",30,0,0
"2024","SA","Remote Australia",82,0,1
"2024","SA","Remote Australia",16,0,0
"2024","SA","Remote Australia",24,0,0
"2024","SA","Remote Australia",3,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",1,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","NSW","Remote Australia",37,0,2
"2024","NSW","Remote Australia",57,0,1
"2024","NSW","Remote Australia",49,0,0
"2024","NSW","Remote Australia",12,0,0
"2024","SA","Remote Australia",1,0,0
"2024","SA","Remote Australia",2,0,0
"2024","SA","Remote Australia",33,0,0
"2024","SA","Remote Australia",10,0,0
"2024","SA","Remote Australia",81,0,0
"2024","SA","Remote Australia",18,0,0
"2024","SA","Remote Australia",92,0,0
"2024","SA","Remote Australia",3,0,0
"2024","SA","Remote Australia",18,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",1,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","NSW","Remote Australia",22,0,0
"2024","NSW","Remote Australia",41,0,0
"2024","NSW","Remote Australia",47,0,0
"2024","NSW","Remote Australia",20,0,0
"2024","SA","Remote Australia",39,0,0
"2024","SA","Remote Australia",5,0,0
"2024","SA","Remote Australia",66,1,0
"2024","SA","Remote Australia",11,0,0
"2024","SA","Remote Australia",99,0,0
"2024","SA","Remote Australia",3,0,0
"2024","SA","Remote Australia",24,0,0
"2024","SA","Remote Australia",1,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","NSW","Remote Australia",28,0,0
"2024","NSW","Remote Australia",32,0,0
"2024","NSW","Remote Australia",47,0,0
"2024","NSW","Remote Australia",8,0,0
"2024","SA","Remote Australia",32,0,0
"2024","SA","Remote Australia",7,0,0
"2024","SA","Remote Australia",58,0,0
"2024","SA","Remote Australia",21,0,0
"2024","SA","Remote Australia",75,0,1
"2024","SA","Remote Australia",7,0,0
"2024","SA","Remote Australia",21,0,0
"2024","SA","Remote Australia",2,0,0
"2024","SA","Remote Australia",1,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","NSW","Remote Australia",1,0,0
"2024","NSW","Remote Australia",59,0,0
"2024","NSW","Remote Australia",68,0,0
"2024","NSW","Remote Australia",88,0,0
"2024","NSW","Remote Australia",13,0,0
"2024","SA","Remote Australia",48,0,0
"2024","SA","Remote Australia",10,0,0
"2024","SA","Remote Australia",104,0,0
"2024","SA","Remote Australia",2,0,0
"2024","SA","Remote Australia",126,0,1
"2024","SA","Remote Australia",1,0,0
"2024","SA","Remote Australia",23,0,0
"2024","SA","Remote Australia",1,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2024","VIC","Remote Australia",0,0,0
"2023","NSW","Remote Australia",27,0,0
"2023","NSW","Remote Australia",61,0,1
