"YEAR","JURISDICTION","LOCATION","FINES","ARRESTS","CHARGES"
"2024","NSW","Major Cities of Australia",1914,0,19
"2024","NSW","Major Cities of Australia",281,0,0
"2024","SA","Major Cities of Australia",1,0,0
"2024","SA","Major Cities of Australia",1,0,0
"2024","SA","Major Cities of Australia",383,0,0
"2024","SA","Major Cities of Australia",432,0,0
"2024","SA","Major Cities of Australia",364,3,4
"2024","SA","Major Cities of Australia",856,0,0
"2024","SA","Major Cities of Australia",1121,0,0
"2024","SA","Major Cities of Australia",608,3,7
"2024","SA","Major Cities of Australia",1699,0,0
"2024","SA","Major Cities of Australia",1856,0,0
"2024","SA","Major Cities of Australia",708,0,15
"2024","SA","Major Cities of Australia",649,0,0
"2024","SA","Major Cities of Australia",486,0,0
"2024","SA","Major Cities of Australia",175,0,1
"2024","SA","Major Cities of Australia",124,0,0
"2024","SA","Major Cities of Australia",97,0,0
"2024","SA","Major Cities of Australia",3,0,0
"2024","VIC","Major Cities of Australia",0,0,0
"2024","VIC","Major Cities of Australia",0,0,0
"2024","VIC","Major Cities of Australia",3079,0,0
"2024","VIC","Major Cities of Australia",2240,0,0
"2024","VIC","Major Cities of Australia",9235,0,0
"2024","VIC","Major Cities of Australia",7624,0,0
"2024","VIC","Major Cities of Australia",15324,0,0
"2024","VIC","Major Cities of Australia",12379,0,0
"2024","VIC","Major Cities of Australia",4515,0,0
"2024","VIC","Major Cities of Australia",3344,0,0
"2024","VIC","Major Cities of Australia",793,0,0
"2024","VIC","Major Cities of Australia",523,0,0
"2024","ACT","Major Cities of Australia",1,0,0
"2024","ACT","Major Cities of Australia",493,0,0
"2024","ACT","Major Cities of Australia",184,0,0
"2024","ACT","Major Cities of Australia",62,0,3
"2024","ACT","Major Cities of Australia",999,0,0
"2024","ACT","Major Cities of Australia",416,0,0
"2024","ACT","Major Cities of Australia",63,0,2
"2024","ACT","Major Cities of Australia",1712,0,0
"2024","ACT","Major Cities of Australia",596,0,0
"2024","ACT","Major Cities of Australia",42,0,1
"2024","ACT","Major Cities of Australia",529,0,0
"2024","ACT","Major Cities of Australia",242,0,0
"2024","ACT","Major Cities of Australia",6,0,0
"2024","ACT","Major Cities of Australia",60,0,0
"2024","ACT","Major Cities of Australia",30,0,0
"2024","NSW","Major Cities of Australia",4,0,2
"2024","NSW","Major Cities of Australia",2060,0,50
"2024","NSW","Major Cities of Australia",2075,0,33
"2024","NSW","Major Cities of Australia",1744,0,16
"2024","NSW","Major Cities of Australia",222,0,0
"2024","SA","Major Cities of Australia",1,0,0
"2024","SA","Major Cities of Australia",328,0,0
"2024","SA","Major Cities of Australia",390,0,0
"2024","SA","Major Cities of Australia",351,0,7
"2024","SA","Major Cities of Australia",799,0,0
"2024","SA","Major Cities of Australia",955,0,0
"2024","SA","Major Cities of Australia",621,5,12
"2024","SA","Major Cities of Australia",1572,0,0
"2024","SA","Major Cities of Australia",1454,0,0
"2024","SA","Major Cities of Australia",632,1,7
"2024","SA","Major Cities of Australia",621,0,0
"2024","SA","Major Cities of Australia",424,0,0
"2024","SA","Major Cities of Australia",150,0,0
"2024","SA","Major Cities of Australia",127,0,0
"2024","SA","Major Cities of Australia",83,0,0
"2024","SA","Major Cities of Australia",1,0,0
"2024","VIC","Major Cities of Australia",0,0,0
"2024","VIC","Major Cities of Australia",0,0,0
"2024","VIC","Major Cities of Australia",2223,0,0
"2024","VIC","Major Cities of Australia",1666,0,0
"2024","VIC","Major Cities of Australia",6834,0,0
"2024","VIC","Major Cities of Australia",5120,0,0
"2024","VIC","Major Cities of Australia",11346,0,0
"2024","VIC","Major Cities of Australia",8239,0,0
"2024","VIC","Major Cities of Australia",3402,0,0
"2024","VIC","Major Cities of Australia",2407,0,0
"2024","VIC","Major Cities of Australia",588,0,0
"2024","VIC","Major Cities of Australia",315,0,0
"2024","ACT","Major Cities of Australia",1,0,0
"2024","ACT","Major Cities of Australia",1,0,0
"2024","ACT","Major Cities of Australia",539,0,0
"2024","ACT","Major Cities of Australia",158,0,0
"2024","ACT","Major Cities of Australia",48,0,1
"2024","ACT","Major Cities of Australia",1066,0,0
"2024","ACT","Major Cities of Australia",396,0,0
"2024","ACT","Major Cities of Australia",79,0,3
"2024","ACT","Major Cities of Australia",1708,0,0
"2024","ACT","Major Cities of Australia",513,0,0
"2024","ACT","Major Cities of Australia",74,0,0
"2024","ACT","Major Cities of Australia",524,0,0
"2024","ACT","Major Cities of Australia",188,0,0
"2024","ACT","Major Cities of Australia",13,0,0
"2024","ACT","Major Cities of Australia",131,0,0
"2024","ACT","Major Cities of Australia",24,0,0
"2024","NSW","Major Cities of Australia",3,0,4
"2024","NSW","Major Cities of Australia",2047,0,27
"2024","NSW","Major Cities of Australia",2227,0,24
"2024","NSW","Major Cities of Australia",1997,0,14
"2024","NSW","Major Cities of Australia",301,0,0
"2024","SA","Major Cities of Australia",1,0,0
"2024","SA","Major Cities of Australia",3,0,0
"2024","SA","Major Cities of Australia",0,1,0
"2024","SA","Major Cities of Australia",406,0,0
"2024","SA","Major Cities of Australia",472,0,0
"2024","SA","Major Cities of Australia",337,1,5
"2024","SA","Major Cities of Australia",892,0,0
"2024","SA","Major Cities of Australia",1233,0,0
"2024","SA","Major Cities of Australia",508,1,1
"2024","SA","Major Cities of Australia",1874,0,0
"2024","SA","Major Cities of Australia",2056,0,0
"2024","SA","Major Cities of Australia",529,1,3
"2024","SA","Major Cities of Australia",826,0,0
"2024","SA","Major Cities of Australia",646,0,0
"2024","SA","Major Cities of Australia",129,0,0
"2024","SA","Major Cities of Australia",153,0,0
"2024","SA","Major Cities of Australia",128,0,0
"2024","SA","Major Cities of Australia",13,0,1
"2024","VIC","Major Cities of Australia",0,0,0
"2024","VIC","Major Cities of Australia",0,0,0
"2024","VIC","Major Cities of Australia",110,0,0
"2024","VIC","Major Cities of Australia",60,0,0
"2024","VIC","Major Cities of Australia",190,0,0
"2024","VIC","Major Cities of Australia",98,0,0
"2024","VIC","Major Cities of Australia",194,0,0
"2024","VIC","Major Cities of Australia",99,0,0
"2024","VIC","Major Cities of Australia",39,0,0
"2024","VIC","Major Cities of Australia",30,0,0
"2024","VIC","Major Cities of Australia",24,0,0
"2024","VIC","Major Cities of Australia",13,0,0
"2024","ACT","Major Cities of Australia",1,0,0
"2024","ACT","Major Cities of Australia",531,0,0
"2024","ACT","Major Cities of Australia",186,0,0
"2024","ACT","Major Cities of Australia",142,1,5
"2024","ACT","Major Cities of Australia",1066,0,0
"2024","ACT","Major Cities of Australia",458,0,0
"2024","ACT","Major Cities of Australia",226,0,5
"2024","ACT","Major Cities of Australia",1727,0,0
"2024","ACT","Major Cities of Australia",664,0,0
"2024","ACT","Major Cities of Australia",168,1,6
"2024","ACT","Major Cities of Australia",488,0,0
"2024","ACT","Major Cities of Australia",224,0,0
"2024","ACT","Major Cities of Australia",14,0,0
"2024","ACT","Major Cities of Australia",119,0,0
"2024","ACT","Major Cities of Australia",39,0,0
"2024","NSW","Major Cities of Australia",2,0,3
"2024","NSW","Major Cities of Australia",1683,0,33
"2024","NSW","Major Cities of Australia",1851,0,16
"2024","NSW","Major Cities of Australia",1602,0,13
"2024","NSW","Major Cities of Australia",237,0,0
"2024","SA","Major Cities of Australia",1,0,0
"2024","SA","Major Cities of Australia",2,0,0
"2024","SA","Major Cities of Australia",377,0,0
"2024","SA","Major Cities of Australia",524,0,0
"2024","SA","Major Cities of Australia",262,1,4
"2024","SA","Major Cities of Australia",843,0,0
"2024","SA","Major Cities of Australia",1371,0,0
"2024","SA","Major Cities of Australia",398,5,5
"2024","SA","Major Cities of Australia",1700,0,0
"2024","SA","Major Cities of Australia",2330,0,0
"2024","SA","Major Cities of Australia",386,0,4
"2024","SA","Major Cities of Australia",703,0,0
"2024","SA","Major Cities of Australia",756,0,0
"2024","SA","Major Cities of Australia",110,0,0
"2024","SA","Major Cities of Australia",154,0,0
"2024","SA","Major Cities of Australia",148,0,0
"2024","SA","Major Cities of Australia",1,0,0
"2024","VIC","Major Cities of Australia",0,0,0
"2024","VIC","Major Cities of Australia",0,0,0
"2024","VIC","Major Cities of Australia",98,0,0
"2024","VIC","Major Cities of Australia",43,0,0
"2024","VIC","Major Cities of Australia",120,0,0
"2024","VIC","Major Cities of Australia",58,0,0
"2024","VIC","Major Cities of Australia",174,0,0
"2024","VIC","Major Cities of Australia",93,0,0
"2024","VIC","Major Cities of Australia",28,0,0
"2024","VIC","Major Cities of Australia",14,0,0
"2024","VIC","Major Cities of Australia",39,0,0
"2024","VIC","Major Cities of Australia",11,0,0
"2024","ACT","Major Cities of Australia",1,0,0
"2024","ACT","Major Cities of Australia",1,0,0
"2024","ACT","Major Cities of Australia",468,0,0
"2024","ACT","Major Cities of Australia",159,0,0
"2024","ACT","Major Cities of Australia",80,0,2
"2024","ACT","Major Cities of Australia",1233,0,0
"2024","ACT","Major Cities of Australia",370,0,0
"2024","ACT","Major Cities of Australia",108,1,1
"2024","ACT","Major Cities of Australia",1971,0,0
"2024","ACT","Major Cities of Australia",522,0,0
"2024","ACT","Major Cities of Australia",103,0,2
"2024","ACT","Major Cities of Australia",606,0,0
"2024","ACT","Major Cities of Australia",172,0,0
"2024","ACT","Major Cities of Australia",12,0,0
"2024","ACT","Major Cities of Australia",169,0,0
"2024","ACT","Major Cities of Australia",43,0,0
"2024","ACT","Major Cities of Australia",1,0,0
"2024","NSW","Major Cities of Australia",11,0,2
"2024","NSW","Major Cities of Australia",2424,0,51
"2024","NSW","Major Cities of Australia",2584,0,26
"2024","NSW","Major Cities of Australia",2291,0,11
"2024","NSW","Major Cities of Australia",372,0,1
"2024","SA","Major Cities of Australia",1,0,0
"2024","SA","Major Cities of Australia",410,0,0
"2024","SA","Major Cities of Australia",530,0,0
"2024","SA","Major Cities of Australia",325,1,4
"2024","SA","Major Cities of Australia",1035,0,0
"2024","SA","Major Cities of Australia",1284,0,0
"2024","SA","Major Cities of Australia",474,3,2
"2024","SA","Major Cities of Australia",1982,0,0
"2024","SA","Major Cities of Australia",2306,0,0
"2024","SA","Major Cities of Australia",563,2,3
"2024","SA","Major Cities of Australia",832,0,0
"2024","SA","Major Cities of Australia",715,0,0
"2024","SA","Major Cities of Australia",133,0,0
"2024","SA","Major Cities of Australia",196,0,0
"2024","SA","Major Cities of Australia",162,0,0
"2024","VIC","Major Cities of Australia",0,0,0
"2024","VIC","Major Cities of Australia",0,0,0
"2024","VIC","Major Cities of Australia",59,0,0
"2024","VIC","Major Cities of Australia",85,0,0
"2024","VIC","Major Cities of Australia",89,0,0
"2024","VIC","Major Cities of Australia",91,0,0
"2024","VIC","Major Cities of Australia",90,0,0
"2024","VIC","Major Cities of Australia",158,0,0
"2024","VIC","Major Cities of Australia",28,0,0
"2024","VIC","Major Cities of Australia",20,0,0
"2024","VIC","Major Cities of Australia",20,0,0
"2024","VIC","Major Cities of Australia",22,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",2,0,0
"2023","ACT","Major Cities of Australia",559,0,0
"2023","ACT","Major Cities of Australia",143,0,0
"2023","ACT","Major Cities of Australia",59,0,0
"2023","ACT","Major Cities of Australia",1550,0,0
"2023","ACT","Major Cities of Australia",313,0,0
"2023","ACT","Major Cities of Australia",98,0,0
"2023","ACT","Major Cities of Australia",2722,0,0
"2023","ACT","Major Cities of Australia",476,0,0
"2023","ACT","Major Cities of Australia",47,0,0
"2023","ACT","Major Cities of Australia",836,0,0
"2023","ACT","Major Cities of Australia",148,0,0
"2023","ACT","Major Cities of Australia",5,0,0
"2023","ACT","Major Cities of Australia",92,0,0
"2023","ACT","Major Cities of Australia",12,0,0
"2023","NSW","Major Cities of Australia",4,0,0
"2023","NSW","Major Cities of Australia",1655,0,34
"2023","NSW","Major Cities of Australia",1989,0,20
"2023","NSW","Major Cities of Australia",1746,0,12
"2023","NSW","Major Cities of Australia",252,0,0
"2023","VIC","Major Cities of Australia",2784,0,0
"2023","VIC","Major Cities of Australia",466,0,0
"2023","VIC","Major Cities of Australia",1050,0,0
"2023","VIC","Major Cities of Australia",11589,0,0
"2023","VIC","Major Cities of Australia",1827,0,0
"2023","VIC","Major Cities of Australia",1863,0,0
"2023","VIC","Major Cities of Australia",19952,0,0
"2023","VIC","Major Cities of Australia",3350,0,0
"2023","VIC","Major Cities of Australia",1966,0,0
"2023","VIC","Major Cities of Australia",5764,0,0
"2023","VIC","Major Cities of Australia",1434,0,0
"2023","VIC","Major Cities of Australia",381,0,0
"2023","VIC","Major Cities of Australia",11839,0,0
"2023","VIC","Major Cities of Australia",1600,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",508,0,0
"2023","ACT","Major Cities of Australia",220,0,0
"2023","ACT","Major Cities of Australia",27,0,0
"2023","ACT","Major Cities of Australia",1149,0,0
"2023","ACT","Major Cities of Australia",463,0,0
"2023","ACT","Major Cities of Australia",52,0,0
"2023","ACT","Major Cities of Australia",2115,0,0
"2023","ACT","Major Cities of Australia",582,0,0
"2023","ACT","Major Cities of Australia",33,0,0
"2023","ACT","Major Cities of Australia",735,0,0
"2023","ACT","Major Cities of Australia",243,0,0
"2023","ACT","Major Cities of Australia",4,0,0
"2023","ACT","Major Cities of Australia",91,0,0
"2023","ACT","Major Cities of Australia",13,0,0
"2023","NSW","Major Cities of Australia",3,0,1
"2023","NSW","Major Cities of Australia",1387,0,32
"2023","NSW","Major Cities of Australia",1694,0,24
"2023","NSW","Major Cities of Australia",1503,0,11
"2023","NSW","Major Cities of Australia",202,0,0
"2023","VIC","Major Cities of Australia",2,0,0
"2023","VIC","Major Cities of Australia",2051,0,0
"2023","VIC","Major Cities of Australia",1926,0,0
"2023","VIC","Major Cities of Australia",762,0,0
"2023","VIC","Major Cities of Australia",8561,0,0
"2023","VIC","Major Cities of Australia",8726,0,0
"2023","VIC","Major Cities of Australia",1464,0,0
"2023","VIC","Major Cities of Australia",14791,0,0
"2023","VIC","Major Cities of Australia",14530,0,0
"2023","VIC","Major Cities of Australia",1695,0,0
"2023","VIC","Major Cities of Australia",4488,0,0
"2023","VIC","Major Cities of Australia",4294,0,0
"2023","VIC","Major Cities of Australia",325,0,0
"2023","VIC","Major Cities of Australia",9373,0,0
"2023","VIC","Major Cities of Australia",7165,0,0
"2023","VIC","Major Cities of Australia",2,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",7,0,0
"2023","ACT","Major Cities of Australia",538,0,0
"2023","ACT","Major Cities of Australia",222,0,0
"2023","ACT","Major Cities of Australia",52,0,0
"2023","ACT","Major Cities of Australia",1172,0,0
"2023","ACT","Major Cities of Australia",532,0,0
"2023","ACT","Major Cities of Australia",55,0,0
"2023","ACT","Major Cities of Australia",2126,0,0
"2023","ACT","Major Cities of Australia",725,0,0
"2023","ACT","Major Cities of Australia",46,0,0
"2023","ACT","Major Cities of Australia",697,0,0
"2023","ACT","Major Cities of Australia",244,0,0
"2023","ACT","Major Cities of Australia",61,0,0
"2023","ACT","Major Cities of Australia",30,0,0
"2023","NSW","Major Cities of Australia",2,0,0
"2023","NSW","Major Cities of Australia",1624,0,37
"2023","NSW","Major Cities of Australia",1835,0,26
"2023","NSW","Major Cities of Australia",1646,0,14
"2023","NSW","Major Cities of Australia",207,0,0
"2023","VIC","Major Cities of Australia",1,0,0
"2023","VIC","Major Cities of Australia",2302,0,0
"2023","VIC","Major Cities of Australia",2060,0,0
"2023","VIC","Major Cities of Australia",932,0,0
"2023","VIC","Major Cities of Australia",9321,0,0
"2023","VIC","Major Cities of Australia",9294,0,0
"2023","VIC","Major Cities of Australia",1740,0,0
"2023","VIC","Major Cities of Australia",16204,0,0
"2023","VIC","Major Cities of Australia",15282,0,0
"2023","VIC","Major Cities of Australia",2072,0,0
"2023","VIC","Major Cities of Australia",4903,0,0
"2023","VIC","Major Cities of Australia",4603,0,0
"2023","VIC","Major Cities of Australia",367,0,0
"2023","VIC","Major Cities of Australia",10282,0,0
"2023","VIC","Major Cities of Australia",7568,0,0
"2023","VIC","Major Cities of Australia",2,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",2,0,0
"2023","ACT","Major Cities of Australia",582,0,0
"2023","ACT","Major Cities of Australia",157,0,0
"2023","ACT","Major Cities of Australia",99,0,0
"2023","ACT","Major Cities of Australia",1317,0,0
"2023","ACT","Major Cities of Australia",295,0,0
"2023","ACT","Major Cities of Australia",126,0,0
"2023","ACT","Major Cities of Australia",2313,0,0
"2023","ACT","Major Cities of Australia",468,0,0
"2023","ACT","Major Cities of Australia",107,0,0
"2023","ACT","Major Cities of Australia",704,0,0
"2023","ACT","Major Cities of Australia",155,0,0
"2023","ACT","Major Cities of Australia",8,0,0
"2023","ACT","Major Cities of Australia",64,0,0
"2023","ACT","Major Cities of Australia",14,0,0
"2023","NSW","Major Cities of Australia",5,0,1
"2023","NSW","Major Cities of Australia",1858,0,30
"2023","NSW","Major Cities of Australia",2231,0,36
"2023","NSW","Major Cities of Australia",1845,0,6
"2023","NSW","Major Cities of Australia",229,0,0
"2023","VIC","Major Cities of Australia",2127,0,0
"2023","VIC","Major Cities of Australia",1945,0,0
"2023","VIC","Major Cities of Australia",875,0,0
"2023","VIC","Major Cities of Australia",8718,0,0
"2023","VIC","Major Cities of Australia",8560,0,0
"2023","VIC","Major Cities of Australia",1536,0,0
"2023","VIC","Major Cities of Australia",14749,0,0
"2023","VIC","Major Cities of Australia",13962,0,0
"2023","VIC","Major Cities of Australia",1677,0,0
"2023","VIC","Major Cities of Australia",4455,0,0
"2023","VIC","Major Cities of Australia",4175,0,0
"2023","VIC","Major Cities of Australia",306,0,0
"2023","VIC","Major Cities of Australia",9551,0,0
"2023","VIC","Major Cities of Australia",6799,0,0
"2023","VIC","Major Cities of Australia",8,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",3,0,0
"2023","ACT","Major Cities of Australia",510,0,0
"2023","ACT","Major Cities of Australia",178,0,0
"2023","ACT","Major Cities of Australia",55,0,0
"2023","ACT","Major Cities of Australia",1196,0,0
"2023","ACT","Major Cities of Australia",352,0,0
"2023","ACT","Major Cities of Australia",52,0,0
"2023","ACT","Major Cities of Australia",2112,0,0
"2023","ACT","Major Cities of Australia",532,0,0
"2023","ACT","Major Cities of Australia",47,0,0
"2023","ACT","Major Cities of Australia",679,0,0
"2023","ACT","Major Cities of Australia",175,0,0
"2023","ACT","Major Cities of Australia",4,0,0
"2023","ACT","Major Cities of Australia",71,0,0
"2023","ACT","Major Cities of Australia",23,0,0
"2023","NSW","Major Cities of Australia",5,0,1
"2023","NSW","Major Cities of Australia",1606,0,39
"2023","NSW","Major Cities of Australia",1940,0,17
"2023","NSW","Major Cities of Australia",1698,0,11
"2023","NSW","Major Cities of Australia",239,0,0
"2023","VIC","Major Cities of Australia",3011,0,0
"2023","VIC","Major Cities of Australia",2190,0,0
"2023","VIC","Major Cities of Australia",1061,0,0
"2023","VIC","Major Cities of Australia",10596,0,0
"2023","VIC","Major Cities of Australia",8854,0,0
"2023","VIC","Major Cities of Australia",2022,0,0
"2023","VIC","Major Cities of Australia",17654,0,0
"2023","VIC","Major Cities of Australia",14350,0,0
"2023","VIC","Major Cities of Australia",2386,0,0
"2023","VIC","Major Cities of Australia",4860,0,0
"2023","VIC","Major Cities of Australia",3777,0,0
"2023","VIC","Major Cities of Australia",461,0,0
"2023","VIC","Major Cities of Australia",11578,0,0
"2023","VIC","Major Cities of Australia",7057,0,0
"2023","VIC","Major Cities of Australia",4,0,0
"2023","ACT","Major Cities of Australia",2,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",3,0,0
"2023","ACT","Major Cities of Australia",462,0,0
"2023","ACT","Major Cities of Australia",207,0,0
"2023","ACT","Major Cities of Australia",70,0,0
"2023","ACT","Major Cities of Australia",1090,0,0
"2023","ACT","Major Cities of Australia",426,0,0
"2023","ACT","Major Cities of Australia",75,0,0
"2023","ACT","Major Cities of Australia",1863,0,0
"2023","ACT","Major Cities of Australia",618,0,0
"2023","ACT","Major Cities of Australia",60,0,0
"2023","ACT","Major Cities of Australia",570,0,0
"2023","ACT","Major Cities of Australia",214,0,0
"2023","ACT","Major Cities of Australia",7,0,0
"2023","ACT","Major Cities of Australia",81,0,0
"2023","ACT","Major Cities of Australia",20,0,0
"2023","NSW","Major Cities of Australia",3,0,4
"2023","NSW","Major Cities of Australia",1979,0,45
"2023","NSW","Major Cities of Australia",2153,0,26
"2023","NSW","Major Cities of Australia",1812,0,11
"2023","NSW","Major Cities of Australia",249,0,1
"2023","VIC","Major Cities of Australia",2842,0,0
"2023","VIC","Major Cities of Australia",2289,0,0
"2023","VIC","Major Cities of Australia",1012,0,0
"2023","VIC","Major Cities of Australia",10154,0,0
"2023","VIC","Major Cities of Australia",8754,0,0
"2023","VIC","Major Cities of Australia",1889,0,0
"2023","VIC","Major Cities of Australia",17210,0,0
"2023","VIC","Major Cities of Australia",13235,0,0
"2023","VIC","Major Cities of Australia",2112,0,0
"2023","VIC","Major Cities of Australia",4889,0,0
"2023","VIC","Major Cities of Australia",3723,0,0
"2023","VIC","Major Cities of Australia",351,0,0
"2023","VIC","Major Cities of Australia",11040,0,0
"2023","VIC","Major Cities of Australia",6547,0,0
"2023","VIC","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",2,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",491,0,0
"2023","ACT","Major Cities of Australia",224,0,0
"2023","ACT","Major Cities of Australia",38,0,0
"2023","ACT","Major Cities of Australia",1102,0,0
"2023","ACT","Major Cities of Australia",507,0,0
"2023","ACT","Major Cities of Australia",57,0,0
"2023","ACT","Major Cities of Australia",1809,0,0
"2023","ACT","Major Cities of Australia",618,0,0
"2023","ACT","Major Cities of Australia",44,0,0
"2023","ACT","Major Cities of Australia",615,0,0
"2023","ACT","Major Cities of Australia",242,0,0
"2023","ACT","Major Cities of Australia",2,0,0
"2023","ACT","Major Cities of Australia",68,0,0
"2023","ACT","Major Cities of Australia",30,0,0
"2023","NSW","Major Cities of Australia",5,0,0
"2023","NSW","Major Cities of Australia",1776,0,31
"2023","NSW","Major Cities of Australia",1994,0,30
"2023","NSW","Major Cities of Australia",1752,0,13
"2023","NSW","Major Cities of Australia",231,0,0
"2023","VIC","Major Cities of Australia",3033,0,0
"2023","VIC","Major Cities of Australia",2213,0,0
"2023","VIC","Major Cities of Australia",847,0,0
"2023","VIC","Major Cities of Australia",10486,0,0
"2023","VIC","Major Cities of Australia",8446,0,0
"2023","VIC","Major Cities of Australia",1672,0,0
"2023","VIC","Major Cities of Australia",17925,0,0
"2023","VIC","Major Cities of Australia",13279,0,0
"2023","VIC","Major Cities of Australia",1854,0,0
"2023","VIC","Major Cities of Australia",5337,0,0
"2023","VIC","Major Cities of Australia",3836,0,0
"2023","VIC","Major Cities of Australia",362,0,0
"2023","VIC","Major Cities of Australia",12217,0,0
"2023","VIC","Major Cities of Australia",6763,0,0
"2023","VIC","Major Cities of Australia",3,0,0
"2023","VIC","Major Cities of Australia",2469,0,0
"2023","VIC","Major Cities of Australia",1946,0,0
"2023","VIC","Major Cities of Australia",873,0,0
"2023","VIC","Major Cities of Australia",9869,0,0
"2023","VIC","Major Cities of Australia",8041,0,0
"2023","VIC","Major Cities of Australia",1609,0,0
"2023","VIC","Major Cities of Australia",16348,0,0
"2023","VIC","Major Cities of Australia",13688,0,0
"2023","VIC","Major Cities of Australia",1749,0,0
"2023","VIC","Major Cities of Australia",4888,0,0
"2023","VIC","Major Cities of Australia",3967,0,0
"2023","VIC","Major Cities of Australia",326,0,0
"2023","VIC","Major Cities of Australia",10639,0,0
"2023","VIC","Major Cities of Australia",6921,0,0
"2023","VIC","Major Cities of Australia",4,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",2,0,0
"2023","ACT","Major Cities of Australia",452,0,0
"2023","ACT","Major Cities of Australia",176,0,0
"2023","ACT","Major Cities of Australia",42,0,0
"2023","ACT","Major Cities of Australia",1108,0,0
"2023","ACT","Major Cities of Australia",404,0,0
"2023","ACT","Major Cities of Australia",47,0,0
"2023","ACT","Major Cities of Australia",1805,0,0
"2023","ACT","Major Cities of Australia",558,0,0
"2023","ACT","Major Cities of Australia",47,0,0
"2023","ACT","Major Cities of Australia",527,0,0
"2023","ACT","Major Cities of Australia",203,0,0
"2023","ACT","Major Cities of Australia",4,0,0
"2023","ACT","Major Cities of Australia",72,0,0
"2023","ACT","Major Cities of Australia",21,0,0
"2023","NSW","Major Cities of Australia",4,0,0
"2023","NSW","Major Cities of Australia",2304,0,36
"2023","NSW","Major Cities of Australia",2791,0,44
"2023","NSW","Major Cities of Australia",2416,0,16
"2023","NSW","Major Cities of Australia",390,0,0
"2023","VIC","Major Cities of Australia",2907,0,0
"2023","VIC","Major Cities of Australia",2024,0,0
"2023","VIC","Major Cities of Australia",949,0,0
"2023","VIC","Major Cities of Australia",10464,0,0
"2023","VIC","Major Cities of Australia",8418,0,0
"2023","VIC","Major Cities of Australia",1669,0,0
"2023","VIC","Major Cities of Australia",16073,0,0
"2023","VIC","Major Cities of Australia",13468,0,0
"2023","VIC","Major Cities of Australia",1941,0,0
"2023","VIC","Major Cities of Australia",4334,0,0
"2023","VIC","Major Cities of Australia",3784,0,0
"2023","VIC","Major Cities of Australia",335,0,0
"2023","VIC","Major Cities of Australia",10968,0,0
"2023","VIC","Major Cities of Australia",7008,0,0
"2023","VIC","Major Cities of Australia",2,0,0
"2023","ACT","Major Cities of Australia",2,0,0
"2023","ACT","Major Cities of Australia",2,0,0
"2023","ACT","Major Cities of Australia",407,0,0
"2023","ACT","Major Cities of Australia",204,0,0
"2023","ACT","Major Cities of Australia",83,0,0
"2023","ACT","Major Cities of Australia",1005,0,0
"2023","ACT","Major Cities of Australia",545,0,0
"2023","ACT","Major Cities of Australia",86,0,0
"2023","ACT","Major Cities of Australia",1682,0,0
"2023","ACT","Major Cities of Australia",770,0,0
"2023","ACT","Major Cities of Australia",64,0,0
"2023","ACT","Major Cities of Australia",444,0,0
"2023","ACT","Major Cities of Australia",205,0,0
"2023","ACT","Major Cities of Australia",6,0,0
"2023","ACT","Major Cities of Australia",69,0,0
"2023","ACT","Major Cities of Australia",31,0,0
"2023","NSW","Major Cities of Australia",5,0,5
"2023","NSW","Major Cities of Australia",1569,0,31
"2023","NSW","Major Cities of Australia",1819,0,36
"2023","NSW","Major Cities of Australia",1584,0,19
"2023","NSW","Major Cities of Australia",226,0,0
"2023","VIC","Major Cities of Australia",2,0,0
"2023","VIC","Major Cities of Australia",2779,0,0
"2023","VIC","Major Cities of Australia",2161,0,0
"2023","VIC","Major Cities of Australia",1046,0,0
"2023","VIC","Major Cities of Australia",9515,0,0
"2023","VIC","Major Cities of Australia",9376,0,0
"2023","VIC","Major Cities of Australia",1885,0,0
"2023","VIC","Major Cities of Australia",15372,0,0
"2023","VIC","Major Cities of Australia",15228,0,0
"2023","VIC","Major Cities of Australia",2131,0,0
"2023","VIC","Major Cities of Australia",4298,0,0
"2023","VIC","Major Cities of Australia",4325,0,0
"2023","VIC","Major Cities of Australia",359,0,0
"2023","VIC","Major Cities of Australia",10208,0,0
"2023","VIC","Major Cities of Australia",7431,0,0
"2023","ACT","Major Cities of Australia",2,0,0
"2023","ACT","Major Cities of Australia",1,0,0
"2023","ACT","Major Cities of Australia",4,0,0
"2023","ACT","Major Cities of Australia",473,0,0
