"JURISDICTION","LOCATION","AGE_GROUP","FINES","ARRESTS","CHARGES","FINES_log"
"SA","Unknown","17-25",719,2,9,2.857332496431268
"SA","Unknown","26-39",1247,0,0,3.096214585346405
"SA","Unknown","26-39",2223,0,0,3.3471347829100195
"SA","Unknown","26-39",1,0,0,0.30102999566398114
"SA","Unknown","26-39",1328,3,6,3.1235249809427317
"SA","Unknown","40-64",2098,0,0,3.3220124385824
"SA","Unknown","40-64",3458,0,0,3.538950562014361
"SA","Unknown","40-64",0,0,0,0
"SA","Unknown","40-64",1617,1,5,3.208978517276253
"SA","Unknown","65 and over",909,0,0,2.9590413923210934
"SA","Unknown","65 and over",1113,0,0,3.04688519083771
"SA","Unknown","65 and over",0,0,0,0
"SA","Unknown","65 and over",436,0,0,2.6404814369704215
"SA","Unknown","Unknown",196,0,0,2.294466226161593
"SA","Unknown","Unknown",181,0,0,2.2600713879850747
"SA","Unknown","Unknown",0,0,0,0
"SA","Unknown","Unknown",8,0,0,0.9542425094393249
"TAS","Unknown","0-16",1,0,5,0.30102999566398114
"TAS","Unknown","17-25",509,0,0,2.707570176097936
"TAS","Unknown","17-25",322,0,10,2.5092025223311025
"TAS","Unknown","26-39",1360,0,0,3.1338581252033344
"TAS","Unknown","26-39",520,0,8,2.716837723299524
"TAS","Unknown","40-64",1916,0,0,3.2826221128780624
"TAS","Unknown","40-64",630,0,6,2.800029359244134
"TAS","Unknown","65 and over",761,0,0,2.8819549713396
"TAS","Unknown","65 and over",184,0,0,2.2671717284030133
"TAS","Unknown","Unknown",2,0,0,0.47712125471966244
"TAS","Unknown","Unknown",1,0,0,0.30102999566398114
"VIC","Inner Regional Australia","17-25",272,0,0,2.436162647040756
"VIC","Inner Regional Australia","17-25",496,0,0,2.696356388733332
"VIC","Inner Regional Australia","17-25",674,0,0,2.829303772831025
"VIC","Inner Regional Australia","26-39",892,0,0,2.950851458888546
"VIC","Inner Regional Australia","26-39",1676,0,0,3.2245330626060857
"VIC","Inner Regional Australia","26-39",1432,0,0,3.1562461903973444
"VIC","Inner Regional Australia","40-64",1263,0,0,3.101747073946366
"VIC","Inner Regional Australia","40-64",2791,0,0,3.445915413951123
"VIC","Inner Regional Australia","40-64",1836,0,0,3.264109156305808
"VIC","Inner Regional Australia","65 and over",581,0,0,2.7649229846498886
"VIC","Inner Regional Australia","65 and over",1300,0,0,3.114277296561586
"VIC","Inner Regional Australia","65 and over",539,0,0,2.7323937598229686
"VIC","Inner Regional Australia","Unknown",956,0,0,2.980911937776843
"VIC","Inner Regional Australia","Unknown",1589,0,0,3.2013971243204513
"VIC","Inner Regional Australia","Unknown",3,0,0,0.6020599913279623
"VIC","Major Cities of Australia","17-25",3033,0,0,3.4820155764507117
"VIC","Major Cities of Australia","17-25",2213,0,0,3.3451776165427036
"VIC","Major Cities of Australia","17-25",847,0,0,2.9283958522567137
"VIC","Major Cities of Australia","26-39",10486,0,0,4.020651268004341
"VIC","Major Cities of Australia","26-39",8446,0,0,3.9267024941826443
"VIC","Major Cities of Australia","26-39",1672,0,0,3.223495940962394
"VIC","Major Cities of Australia","40-64",17925,0,0,4.2534833920870145
"VIC","Major Cities of Australia","40-64",13279,0,0,4.123198075031998
"VIC","Major Cities of Australia","40-64",1854,0,0,3.2683439139510644
"VIC","Major Cities of Australia","65 and over",5337,0,0,3.727378569451489
"VIC","Major Cities of Australia","65 and over",3836,0,0,3.5839917991983157
"VIC","Major Cities of Australia","65 and over",362,0,0,2.559906625036112
"VIC","Major Cities of Australia","Unknown",12217,0,0,4.087000120795991
"VIC","Major Cities of Australia","Unknown",6763,0,0,3.8302035989257037
"VIC","Major Cities of Australia","Unknown",3,0,0,0.6020599913279623
"VIC","Outer Regional Australia","17-25",2,0,0,0.47712125471966244
"VIC","Outer Regional Australia","17-25",89,0,0,1.9542425094393248
"VIC","Outer Regional Australia","17-25",112,0,0,2.0530784434834195
"TAS","Unknown","26-39",1188,0,0,3.075181854618691
"TAS","Unknown","26-39",539,0,18,2.7323937598229686
"TAS","Unknown","40-64",1624,0,0,3.2108533653148927
"TAS","Unknown","40-64",656,0,12,2.81756536955978
"TAS","Unknown","65 and over",548,0,0,2.7395723444500915
"TAS","Unknown","65 and over",181,0,2,2.2600713879850747
"TAS","Unknown","Unknown",8,0,0,0.9542425094393249
"TAS","Unknown","Unknown",1,0,0,0.30102999566398114
"VIC","Inner Regional Australia","17-25",105,0,0,2.02530586526477
"VIC","Inner Regional Australia","17-25",497,0,0,2.697229342759717
"VIC","Inner Regional Australia","17-25",611,0,0,2.786751422145561
"VIC","Inner Regional Australia","26-39",432,0,0,2.636487896353365
"VIC","Inner Regional Australia","26-39",1829,0,0,3.262451089730429
"VIC","Inner Regional Australia","26-39",1213,0,0,3.0842186867392387
"VIC","Inner Regional Australia","40-64",814,0,0,2.9111576087399764
"VIC","Inner Regional Australia","40-64",2971,0,0,3.4730488050885375
"VIC","Inner Regional Australia","40-64",1523,0,0,3.1829849670035815
"VIC","Inner Regional Australia","65 and over",350,0,0,2.545307116465824
"VIC","Inner Regional Australia","65 and over",1364,0,0,3.1351326513767748
"VIC","Inner Regional Australia","65 and over",397,0,0,2.5998830720736876
"VIC","Inner Regional Australia","Unknown",585,0,0,2.7678976160180904
"VIC","Inner Regional Australia","Unknown",1578,0,0,3.198382130008294
"VIC","Inner Regional Australia","Unknown",3,0,0,0.6020599913279623
"VIC","Major Cities of Australia","17-25",2469,0,0,3.3926969532596654
"VIC","Major Cities of Australia","17-25",1946,0,0,3.2893659515200313
"VIC","Major Cities of Australia","17-25",873,0,0,2.9415114326344027
"VIC","Major Cities of Australia","26-39",9869,0,0,3.994317152669636
"VIC","Major Cities of Australia","26-39",8041,0,0,3.9053640687668914
"VIC","Major Cities of Australia","26-39",1609,0,0,3.2068258760318495
"VIC","Major Cities of Australia","40-64",16348,0,0,4.213491193830333
"VIC","Major Cities of Australia","40-64",13688,0,0,4.136371723492323
"VIC","Major Cities of Australia","40-64",1749,0,0,3.243038048686294
"VIC","Major Cities of Australia","65 and over",4888,0,0,3.6892200372638353
"VIC","Major Cities of Australia","65 and over",3967,0,0,3.5985716634821405
"VIC","Major Cities of Australia","65 and over",326,0,0,2.514547752660286
"VIC","Major Cities of Australia","Unknown",10639,0,0,4.026941627959029
"VIC","Major Cities of Australia","Unknown",6921,0,0,3.8402315949581087
"VIC","Major Cities of Australia","Unknown",4,0,0,0.6989700043360187
"VIC","Outer Regional Australia","17-25",75,0,0,1.8808135922807911
"VIC","Outer Regional Australia","17-25",107,0,0,2.0334237554869494
"VIC","Outer Regional Australia","26-39",6,0,0,0.8450980400142567
"VIC","Outer Regional Australia","26-39",299,0,0,2.477121254719662
"VIC","Outer Regional Australia","26-39",187,0,0,2.2741578492636796
"VIC","Outer Regional Australia","40-64",18,0,0,1.2787536009528289
"VIC","Outer Regional Australia","40-64",556,0,0,2.745855195173729
"VIC","Outer Regional Australia","40-64",238,0,0,2.3783979009481375
"VIC","Outer Regional Australia","65 and over",7,0,0,0.9030899869919434
"VIC","Outer Regional Australia","65 and over",287,0,0,2.4593924877592306
"VIC","Outer Regional Australia","65 and over",64,0,0,1.8129133566428552
"VIC","Outer Regional Australia","Unknown",19,0,0,1.301029995663981
"VIC","Outer Regional Australia","Unknown",331,0,0,2.521138083704036
"VIC","Remote Australia","17-25",1,0,0,0.30102999566398114
"VIC","Remote Australia","26-39",6,0,0,0.8450980400142567
"VIC","Remote Australia","40-64",4,0,0,0.6989700043360187
"VIC","Remote Australia","65 and over",2,0,0,0.47712125471966244
"VIC","Unknown","17-25",46,0,0,1.6720978579357173
"VIC","Unknown","17-25",51,0,0,1.716003343634799
"VIC","Unknown","17-25",5,0,0,0.7781512503836435
"VIC","Unknown","26-39",180,0,0,2.2576785748691846
"VIC","Unknown","26-39",152,0,0,2.1846914308175984
"VIC","Unknown","26-39",14,0,0,1.1760912590556811
"VIC","Unknown","40-64",258,0,0,2.4132997640812515
"VIC","Unknown","40-64",207,0,0,2.3180633349627615
"VIC","Unknown","40-64",20,0,0,1.322219294733919
"VIC","Unknown","65 and over",72,0,0,1.8633228601204557
"VIC","Unknown","65 and over",106,0,0,2.0293837776852093
"VIC","Unknown","65 and over",2,0,0,0.47712125471966244
"VIC","Unknown","Unknown",147,0,0,2.170261715394957
"VIC","Unknown","Unknown",93,0,0,1.9731278535996983
"WA","Unknown","0-16",1,0,0,0.30102999566398114
"WA","Unknown","17-25",218,0,0,2.340444114840118
"WA","Unknown","17-25",866,0,0,2.93801909747621
"WA","Unknown","17-25",4485,0,0,3.6518592692469487
"WA","Unknown","17-25",787,0,0,2.896526217489555
"WA","Unknown","17-25",871,0,0,2.940516484932567
"WA","Unknown","26-39",409,0,0,2.6127838567197355
"WA","Unknown","26-39",2950,0,0,3.469969209499959
"WA","Unknown","26-39",10393,0,0,4.01678271248684
"WA","Unknown","26-39",1524,0,0,3.1832698436828046
"WA","Unknown","26-39",3091,0,0,3.490239485246287
"WA","Unknown","40-64",504,0,0,2.7032913781186614
"WA","Unknown","40-64",4226,0,0,3.6260322478290186
"WA","Unknown","40-64",15404,0,0,4.187661702652958
"WA","Unknown","40-64",1756,0,0,3.2447717614952944
"WA","Unknown","40-64",6253,0,0,3.796157876906914
"WA","Unknown","65 and over",95,0,0,1.9822712330395682
"WA","Unknown","65 and over",1038,0,0,3.016615547557177
"WA","Unknown","65 and over",3762,0,0,3.5755342183198637
"WA","Unknown","65 and over",351,0,0,2.5465426634781307
"WA","Unknown","65 and over",1630,0,0,3.2124539610402754
"WA","Unknown","Unknown",5,0,0,0.7781512503836435
"WA","Unknown","Unknown",9,0,0,1
"WA","Unknown","Unknown",17,0,0,1.2552725051033058
"WA","Unknown","Unknown",10,0,0,1.041392685158225
"ACT","Major Cities of Australia","0-16",1,0,0,0.30102999566398114
"ACT","Major Cities of Australia","0-16",2,0,0,0.47712125471966244
"ACT","Major Cities of Australia","17-25",452,0,0,2.656098202012832
"ACT","Major Cities of Australia","17-25",176,0,0,2.2479732663618064
"ACT","Major Cities of Australia","17-25",42,0,0,1.6334684555795864
"ACT","Major Cities of Australia","26-39",1108,0,0,3.0449315461491597
"ACT","Major Cities of Australia","26-39",404,0,0,2.6074550232146683
"ACT","Major Cities of Australia","26-39",47,0,0,1.6812412373755872
"ACT","Major Cities of Australia","40-64",1805,0,0,3.2567177459774865
"ACT","Major Cities of Australia","40-64",558,0,0,2.747411807886423
"ACT","Major Cities of Australia","40-64",47,0,0,1.6812412373755872
"ACT","Major Cities of Australia","65 and over",527,0,0,2.722633922533812
"ACT","Major Cities of Australia","65 and over",203,0,0,2.3096301674258983
"ACT","Major Cities of Australia","65 and over",4,0,0,0.6989700043360187
"ACT","Major Cities of Australia","Unknown",72,0,0,1.8633228601204557
"ACT","Major Cities of Australia","Unknown",21,0,0,1.3424226808222062
"NSW","Inner Regional Australia","0-16",2,0,2,0.47712125471966244
"NSW","Inner Regional Australia","17-25",1586,0,12,3.200576926754848
"NSW","Inner Regional Australia","26-39",2494,0,10,3.3970705499594085
"NSW","Inner Regional Australia","40-64",2557,0,7,3.4079005401426348
"NSW","Inner Regional Australia","65 and over",577,0,0,2.761927838420529
"NSW","Major Cities of Australia","0-16",4,0,0,0.6989700043360187
"NSW","Major Cities of Australia","17-25",2304,0,36,3.3626709297256667
"NSW","Major Cities of Australia","26-39",2791,0,44,3.445915413951123
"NSW","Major Cities of Australia","40-64",2416,0,16,3.3832766504076504
"NSW","Major Cities of Australia","65 and over",390,0,0,2.5921767573958667
"NSW","Outer Regional Australia","0-16",1,0,2,0.30102999566398114
"NSW","Outer Regional Australia","17-25",480,0,0,2.6821450763738315
"NSW","Outer Regional Australia","26-39",763,0,3,2.8830933585756897
"NSW","Outer Regional Australia","40-64",821,0,2,2.91487181754005
"NSW","Outer Regional Australia","65 and over",198,0,3,2.2988530764097064
"NSW","Remote Australia","17-25",17,0,1,1.2552725051033058
"NSW","Remote Australia","26-39",45,0,0,1.6627578316815739
"NSW","Remote Australia","40-64",34,0,0,1.5440680443502754
"NSW","Remote Australia","65 and over",12,0,0,1.1139433523068367
"NSW","Unknown","17-25",10,0,0,1.041392685158225
"NSW","Unknown","26-39",10,0,0,1.041392685158225
"NSW","Unknown","40-64",10,0,0,1.041392685158225
"NSW","Unknown","65 and over",2,0,0,0.47712125471966244
"NSW","Unknown","Unknown",32191,0,0,4.507747959039814
"NSW","Unknown","Unknown",3212,0,0,3.5069107255515175
"NSW","Unknown","Unknown",19142,0,0,4.282009999342054
"NSW","Very Remote Australia","17-25",2,0,0,0.47712125471966244
"NSW","Very Remote Australia","26-39",5,0,0,0.7781512503836435
"NSW","Very Remote Australia","40-64",3,0,0,0.6020599913279623
"NT","Unknown","0-16",2,0,0,0.47712125471966244
"NT","Unknown","0-16",3,0,0,0.6020599913279623
"NT","Unknown","17-25",327,0,0,2.515873843711679
"NT","Unknown","17-25",56,0,4,1.7558748556724912
"NT","Unknown","17-25",90,0,0,1.9590413923210932
"NT","Unknown","26-39",818,0,0,2.913283901760418
"NT","Unknown","26-39",114,2,6,2.0606978403536114
"NT","Unknown","26-39",346,0,0,2.5403294747908736
"NT","Unknown","40-64",981,0,0,2.9921114877869495
"NT","Unknown","40-64",100,0,0,2.0043213737826426
"NT","Unknown","40-64",468,0,0,2.671172842715083
"NT","Unknown","65 and over",303,0,0,2.4828735836087534
"NT","Unknown","65 and over",26,0,5,1.4313637641589871
"NT","Unknown","65 and over",105,0,0,2.02530586526477
"NT","Unknown","Unknown",84,0,0,1.9294189257142926
"NT","Unknown","Unknown",38,0,0,1.591064607026499
"SA","Unknown","0-16",1,0,0,0.30102999566398114
"SA","Unknown","0-16",3,0,0,0.6020599913279623
"SA","Unknown","0-16",0,0,0,0
"SA","Unknown","0-16",2,0,0,0.47712125471966244
"SA","Unknown","17-25",523,0,0,2.7193312869837265
"SA","Unknown","17-25",946,0,0,2.976349979003273
"SA","Unknown","17-25",0,0,0,0
"SA","Unknown","17-25",696,1,8,2.843232778098009
"SA","Unknown","26-39",1245,0,0,3.0955180423231505
"SA","Unknown","26-39",2291,0,0,3.360214613295352
"SA","Unknown","26-39",0,0,0,0
"SA","Unknown","26-39",1172,3,7,3.0692980121155293
"SA","Unknown","40-64",2205,0,0,3.3436055081041713
"SA","Unknown","40-64",4028,0,0,3.605197267388377
"SA","Unknown","40-64",0,0,0,0
"SA","Unknown","40-64",1505,2,6,3.1778249718646814
"SA","Unknown","65 and over",806,0,0,2.90687353472207
"SA","Unknown","65 and over",1120,0,0,3.049605612594973
"SA","Unknown","65 and over",0,0,0,0
"SA","Unknown","65 and over",362,0,0,2.559906625036112
"SA","Unknown","Unknown",164,0,0,2.217483944213906
"SA","Unknown","Unknown",202,0,0,2.3074960379132126
"SA","Unknown","Unknown",0,0,0,0
"SA","Unknown","Unknown",1,0,0,0.30102999566398114
"TAS","Unknown","0-16",2,0,0,0.47712125471966244
"TAS","Unknown","0-16",1,0,3,0.30102999566398114
"TAS","Unknown","17-25",488,0,0,2.6893088591236203
"TAS","Unknown","17-25",265,0,5,2.4248816366310666
"TAS","Unknown","26-39",1158,0,0,3.0640834359635956
"TAS","Unknown","26-39",427,0,8,2.631443769013172
"TAS","Unknown","40-64",1614,0,0,3.2081725266671213
"TAS","Unknown","40-64",469,0,11,2.672097857935717
"TAS","Unknown","65 and over",613,0,0,2.7881683711411673
"TAS","Unknown","65 and over",134,0,0,2.130333768495006
"TAS","Unknown","Unknown",1,0,0,0.30102999566398114
"VIC","Inner Regional Australia","0-16",3,0,0,0.6020599913279623
"VIC","Inner Regional Australia","17-25",38,0,0,1.591064607026499
"VIC","Inner Regional Australia","17-25",571,0,0,2.757396028793024
"VIC","Inner Regional Australia","17-25",676,0,0,2.8305886686851442
"VIC","Inner Regional Australia","26-39",139,0,0,2.1461280356782377
"VIC","Inner Regional Australia","26-39",1944,0,0,3.288919605661726
"VIC","Inner Regional Australia","26-39",1304,0,0,3.1156105116742996
"VIC","Inner Regional Australia","40-64",318,0,0,2.503790683057181
"VIC","Inner Regional Australia","40-64",3340,0,0,3.523876475638131
"VIC","Inner Regional Australia","40-64",1675,0,0,3.224274014294257
"VIC","Inner Regional Australia","65 and over",160,0,0,2.2068258760318495
"VIC","Inner Regional Australia","65 and over",1284,0,0,3.1089031276673134
"VIC","Inner Regional Australia","65 and over",397,0,0,2.5998830720736876
"VIC","Inner Regional Australia","Unknown",180,0,0,2.2576785748691846
"VIC","Inner Regional Australia","Unknown",1775,0,0,3.249442961442582
"VIC","Major Cities of Australia","17-25",2907,0,0,3.4635944021869998
"VIC","Major Cities of Australia","17-25",2024,0,0,3.306425027550687
"VIC","Major Cities of Australia","17-25",949,0,0,2.9777236052888476
"VIC","Major Cities of Australia","26-39",10464,0,0,4.019739232674705
"VIC","Major Cities of Australia","26-39",8418,0,0,3.925260509519435
"VIC","Major Cities of Australia","26-39",1669,0,0,3.222716471147583
"VIC","Major Cities of Australia","40-64",16073,0,0,4.2061239639918515
"VIC","Major Cities of Australia","40-64",13468,0,0,4.129335352916489
"VIC","Major Cities of Australia","40-64",1941,0,0,3.288249225571986
"VIC","Major Cities of Australia","65 and over",4334,0,0,3.636989101812229
"VIC","Major Cities of Australia","65 and over",3784,0,0,3.5780658838360915
"VIC","Major Cities of Australia","65 and over",335,0,0,2.5263392773898437
"VIC","Major Cities of Australia","Unknown",10968,0,0,4.040167036482846
"VIC","Major Cities of Australia","Unknown",7008,0,0,3.8456560599835443
"VIC","Major Cities of Australia","Unknown",2,0,0,0.47712125471966244
"VIC","Outer Regional Australia","0-16",1,0,0,0.30102999566398114
"VIC","Outer Regional Australia","17-25",4,0,0,0.6989700043360187
"VIC","Outer Regional Australia","17-25",97,0,0,1.9912260756924949
"VIC","Outer Regional Australia","17-25",127,0,0,2.107209969647868
"VIC","Outer Regional Australia","26-39",10,0,0,1.041392685158225
"VIC","Outer Regional Australia","26-39",337,0,0,2.5289167002776547
"VIC","Outer Regional Australia","26-39",316,0,0,2.501059262217751
"VIC","Outer Regional Australia","40-64",17,0,0,1.2552725051033058
"VIC","Outer Regional Australia","40-64",554,0,0,2.744292983122676
"VIC","Outer Regional Australia","40-64",329,0,0,2.518513939877887
"VIC","Outer Regional Australia","65 and over",4,0,0,0.6989700043360187
"VIC","Outer Regional Australia","65 and over",255,0,0,2.408239965311849
"VIC","Outer Regional Australia","65 and over",81,0,0,1.9138138523837167
"VIC","Outer Regional Australia","Unknown",7,0,0,0.9030899869919434
"VIC","Outer Regional Australia","Unknown",337,0,0,2.5289167002776547
"VIC","Remote Australia","17-25",1,0,0,0.30102999566398114
"VIC","Remote Australia","26-39",3,0,0,0.6020599913279623
"VIC","Remote Australia","40-64",13,0,0,1.1461280356782377
"VIC","Remote Australia","65 and over",6,0,0,0.8450980400142567
"VIC","Unknown","17-25",40,0,0,1.6127838567197355
"VIC","Unknown","17-25",51,0,0,1.716003343634799
"VIC","Unknown","17-25",54,0,0,1.7403626894942439
"VIC","Unknown","26-39",170,0,0,2.2329961103921536
"VIC","Unknown","26-39",177,0,0,2.2504200023088936
"VIC","Unknown","26-39",87,0,0,1.9444826721501687
"VIC","Unknown","40-64",247,0,0,2.394451680826216
"VIC","Unknown","40-64",296,0,0,2.4727564493172123
"VIC","Unknown","40-64",95,0,0,1.9822712330395682
"VIC","Unknown","65 and over",58,0,0,1.7708520116421442
"VIC","Unknown","65 and over",97,0,0,1.9912260756924949
"VIC","Unknown","65 and over",24,0,0,1.3979400086720375
"VIC","Unknown","Unknown",130,0,0,2.117271295655764
"VIC","Unknown","Unknown",138,0,0,2.143014800254095
"WA","Unknown","0-16",1,0,0,0.30102999566398114
"WA","Unknown","0-16",2,0,0,0.47712125471966244
"WA","Unknown","17-25",180,0,0,2.2576785748691846
"WA","Unknown","17-25",842,0,0,2.925827574624742
"WA","Unknown","17-25",3888,0,0,3.5898379431474594
"WA","Unknown","17-25",787,0,0,2.896526217489555
"WA","Unknown","17-25",678,0,0,2.8318697742805017
"WA","Unknown","26-39",440,0,0,2.644438589467838
"WA","Unknown","26-39",2652,0,0,3.423737249982329
"WA","Unknown","26-39",9339,0,0,3.9703468762300926
"WA","Unknown","26-39",1449,0,0,3.1613680022349744
"WA","Unknown","26-39",2290,0,0,3.360025089189397
"WA","Unknown","40-64",498,0,0,2.6981005456233897
"WA","Unknown","40-64",4038,0,0,3.606273853169988
"WA","Unknown","40-64",13549,0,0,4.131939295210424
"WA","Unknown","40-64",1647,0,0,3.216957207361097
"WA","Unknown","40-64",4600,0,0,3.662852233264796
"WA","Unknown","65 and over",100,0,0,2.0043213737826426
"WA","Unknown","65 and over",916,0,0,2.962369335670021
"WA","Unknown","65 and over",3301,0,0,3.518777068926774
"WA","Unknown","65 and over",322,0,0,2.5092025223311025
"WA","Unknown","65 and over",1176,0,0,3.070776462843434
"WA","Unknown","Unknown",5,0,0,0.7781512503836435
"WA","Unknown","Unknown",14,0,0,1.1760912590556811
"WA","Unknown","Unknown",5,0,0,0.7781512503836435
"ACT","Major Cities of Australia","0-16",2,0,0,0.47712125471966244
"ACT","Major Cities of Australia","0-16",2,0,0,0.47712125471966244
"ACT","Major Cities of Australia","17-25",407,0,0,2.6106601630898796
"ACT","Major Cities of Australia","17-25",204,0,0,2.311753861055754
"ACT","Major Cities of Australia","17-25",83,0,0,1.9242792860618814
"ACT","Major Cities of Australia","26-39",1005,0,0,3.0025979807199086
"ACT","Major Cities of Australia","26-39",545,0,0,2.737192642704737
"ACT","Major Cities of Australia","26-39",86,0,0,1.9395192526186182
"ACT","Major Cities of Australia","40-64",1682,0,0,3.2260841159758233
"ACT","Major Cities of Australia","40-64",770,0,0,2.8870543780509568
"ACT","Major Cities of Australia","40-64",64,0,0,1.8129133566428552
"ACT","Major Cities of Australia","65 and over",444,0,0,2.648360010980931
"ACT","Major Cities of Australia","65 and over",205,0,0,2.3138672203691533
"ACT","Major Cities of Australia","65 and over",6,0,0,0.8450980400142567
"ACT","Major Cities of Australia","Unknown",69,0,0,1.845098040014257
"ACT","Major Cities of Australia","Unknown",31,0,0,1.5051499783199058
"NSW","Inner Regional Australia","0-16",4,0,1,0.6989700043360187
"NSW","Inner Regional Australia","17-25",1369,0,12,3.1367205671564067
"NSW","Inner Regional Australia","26-39",2112,0,12,3.324899497052313
"NSW","Inner Regional Australia","40-64",2099,0,2,3.322219294733919
"NSW","Inner Regional Australia","65 and over",415,0,0,2.6190933306267423
"NSW","Major Cities of Australia","0-16",5,0,5,0.7781512503836435
"NSW","Major Cities of Australia","17-25",1569,0,31,3.1958996524092336
"NSW","Major Cities of Australia","26-39",1819,0,36,3.2600713879850747
"NSW","Major Cities of Australia","40-64",1584,0,19,3.20002926655377
"NSW","Major Cities of Australia","65 and over",226,0,0,2.3560258571931225
"NSW","Outer Regional Australia","0-16",1,0,0,0.30102999566398114
"NSW","Outer Regional Australia","17-25",335,0,2,2.5263392773898437
"NSW","Outer Regional Australia","26-39",540,0,1,2.733197265106569
"NSW","Outer Regional Australia","40-64",624,0,1,2.795880017344075
"NSW","Outer Regional Australia","65 and over",144,0,0,2.1613680022349744
"NSW","Remote Australia","17-25",26,0,2,1.4313637641589871
"NSW","Remote Australia","26-39",36,0,0,1.5682017240669948
"NSW","Remote Australia","40-64",26,0,0,1.4313637641589871
"NSW","Remote Australia","65 and over",3,0,0,0.6020599913279623
"NSW","Unknown","17-25",1,0,0,0.30102999566398114
"NSW","Unknown","26-39",2,0,0,0.47712125471966244
"NSW","Unknown","40-64",4,0,0,0.6989700043360187
"NSW","Unknown","Unknown",30257,0,0,4.4808402185427765
"NSW","Unknown","Unknown",3349,0,0,3.5250448070368443
"NSW","Unknown","Unknown",20950,0,0,4.321204756854447
"NSW","Very Remote Australia","17-25",2,0,0,0.47712125471966244
"NSW","Very Remote Australia","26-39",3,0,0,0.6020599913279623
"NSW","Very Remote Australia","40-64",2,0,0,0.47712125471966244
"NT","Unknown","0-16",5,0,0,0.7781512503836435
"NT","Unknown","0-16",1,0,0,0.30102999566398114
"NT","Unknown","17-25",394,0,0,2.59659709562646
"NT","Unknown","17-25",57,0,3,1.7634279935629371
"NT","Unknown","17-25",81,0,0,1.9138138523837167
"NT","Unknown","26-39",982,0,0,2.9925535178321354
"NT","Unknown","26-39",115,3,13,2.064457989226918
"NT","Unknown","26-39",260,0,0,2.416640507338281
"NT","Unknown","40-64",1222,0,0,3.087426457036285
"NT","Unknown","40-64",132,0,0,2.123851640967086
"NT","Unknown","40-64",397,0,0,2.5998830720736876
"NT","Unknown","65 and over",316,0,0,2.501059262217751
"NT","Unknown","65 and over",17,0,6,1.2552725051033058
"NT","Unknown","65 and over",76,0,0,1.8864907251724818
"NT","Unknown","Unknown",109,0,0,2.041392685158225
"NT","Unknown","Unknown",31,0,0,1.5051499783199058
"SA","Unknown","0-16",0,0,0,0
"SA","Unknown","0-16",0,0,0,0
"SA","Unknown","0-16",0,0,0,0
"SA","Unknown","0-16",4,0,0,0.6989700043360187
"SA","Unknown","17-25",493,0,0,2.6937269489236466
"SA","Unknown","17-25",860,0,0,2.9350031514536545
"SA","Unknown","17-25",1,0,0,0.30102999566398114
"SA","Unknown","17-25",766,1,4,2.8847953639489807
"SA","Unknown","26-39",1154,0,0,3.0625819842281627
"SA","Unknown","26-39",2155,0,0,3.333648756514701
"SA","Unknown","26-39",0,0,0,0
"SA","Unknown","26-39",1270,4,8,3.104145550554008
"SA","Unknown","40-64",2046,0,0,3.3111178426625054
"SA","Unknown","40-64",3455,0,0,3.5385737338068557
"SA","Unknown","40-64",0,0,0,0
"SA","Unknown","40-64",1646,4,10,3.216693599169754
"SA","Unknown","65 and over",719,0,0,2.857332496431268
"SA","Unknown","65 and over",953,0,0,2.979548374704095
"SA","Unknown","65 and over",0,0,0,0
"SA","Unknown","65 and over",407,0,1,2.6106601630898796
"SA","Unknown","Unknown",135,0,0,2.1335389083702174
"SA","Unknown","Unknown",158,0,0,2.2013971243204513
"SA","Unknown","Unknown",0,0,0,0
"SA","Unknown","Unknown",3,0,0,0.6020599913279623
"TAS","Unknown","0-16",1,0,0,0.30102999566398114
"TAS","Unknown","17-25",509,0,0,2.707570176097936
"TAS","Unknown","17-25",316,0,7,2.501059262217751
"TAS","Unknown","26-39",1200,0,0,3.0795430074029055
"TAS","Unknown","26-39",489,0,10,2.6901960800285134
"TAS","Unknown","40-64",1660,0,0,3.220369632451394
"TAS","Unknown","40-64",598,0,3,2.777426822389311
"TAS","Unknown","65 and over",585,0,0,2.7678976160180904
"TAS","Unknown","65 and over",175,0,0,2.2455126678141495
"VIC","Inner Regional Australia","17-25",55,0,0,1.7481880270062005
"VIC","Inner Regional Australia","17-25",584,0,0,2.7671558660821804
"VIC","Inner Regional Australia","17-25",719,0,0,2.857332496431268
"VIC","Inner Regional Australia","26-39",209,0,0,2.322219294733919
"VIC","Inner Regional Australia","26-39",1971,0,0,3.2949069106051923
"VIC","Inner Regional Australia","26-39",1389,0,0,3.143014800254095
"VIC","Inner Regional Australia","40-64",438,0,0,2.6424645202421213
"VIC","Inner Regional Australia","40-64",3150,0,0,3.498448403173999
"VIC","Inner Regional Australia","40-64",1597,0,0,3.2035767749779724
"VIC","Inner Regional Australia","65 and over",237,0,0,2.376576957056512
"VIC","Inner Regional Australia","65 and over",1281,0,0,3.1078880251827985
"VIC","Inner Regional Australia","65 and over",427,0,0,2.631443769013172
"VIC","Inner Regional Australia","Unknown",259,0,0,2.4149733479708178
"VIC","Inner Regional Australia","Unknown",1678,0,0,3.2250506961380485
"VIC","Inner Regional Australia","Unknown",1,0,0,0.30102999566398114
"VIC","Major Cities of Australia","0-16",2,0,0,0.47712125471966244
"VIC","Major Cities of Australia","17-25",2779,0,0,3.4440447959180758
