"JURISDICTION","LOCATION","AGE_GROUP","FINES","ARRESTS","CHARGES","FINES_log"
"SA","Remote Australia","40-64",2,0,0,0.47712125471966244
"SA","Remote Australia","40-64",78,0,1,1.8976270912904412
"SA","Remote Australia","65 and over",22,0,0,1.3617278360175928
"SA","Unknown","17-25",26,0,0,1.4313637641589871
"SA","Unknown","26-39",3,0,0,0.6020599913279623
"SA","Unknown","26-39",46,0,0,1.6720978579357173
"SA","Unknown","40-64",5,0,0,0.7781512503836435
"SA","Unknown","40-64",56,0,0,1.7558748556724912
"SA","Unknown","65 and over",5,0,0,0.7781512503836435
"SA","Unknown","65 and over",20,0,0,1.322219294733919
"SA","Very Remote Australia","17-25",26,0,0,1.4313637641589871
"SA","Very Remote Australia","26-39",54,0,0,1.7403626894942439
"SA","Very Remote Australia","40-64",87,0,0,1.9444826721501687
"SA","Very Remote Australia","65 and over",22,0,0,1.3617278360175928
"TAS","Unknown","0-16",1,0,0,0.30102999566398114
"TAS","Unknown","17-25",589,0,0,2.770852011642144
"TAS","Unknown","17-25",291,0,15,2.465382851448418
"TAS","Unknown","26-39",1490,0,0,3.173477643452994
"TAS","Unknown","26-39",409,0,22,2.6127838567197355
"TAS","Unknown","40-64",2114,0,0,3.3253103717110606
"TAS","Unknown","40-64",471,0,14,2.6739419986340875
"TAS","Unknown","65 and over",752,0,0,2.8767949762007
"TAS","Unknown","65 and over",142,0,1,2.1553360374650614
"TAS","Unknown","Unknown",2,0,0,0.47712125471966244
"VIC","Inner Regional Australia","0-16",0,0,0,0
"VIC","Inner Regional Australia","0-16",0,0,0,0
"VIC","Inner Regional Australia","17-25",82,0,0,1.919078092376074
"VIC","Inner Regional Australia","17-25",677,0,0,2.831229693867063
"VIC","Inner Regional Australia","26-39",299,0,0,2.477121254719662
"VIC","Inner Regional Australia","26-39",2046,0,0,3.3111178426625054
"VIC","Inner Regional Australia","40-64",572,0,0,2.75815462196739
"VIC","Inner Regional Australia","40-64",3331,0,0,3.5227049927347496
"VIC","Inner Regional Australia","65 and over",292,0,0,2.4668676203541096
"VIC","Inner Regional Australia","65 and over",1547,0,0,3.1897709563468735
"VIC","Inner Regional Australia","Unknown",30,0,0,1.4913616938342726
"VIC","Inner Regional Australia","Unknown",140,0,0,2.1492191126553797
"VIC","Major Cities of Australia","0-16",0,0,0,0
"VIC","Major Cities of Australia","0-16",0,0,0,0
"VIC","Major Cities of Australia","17-25",2954,0,0,3.470557485217274
"VIC","Major Cities of Australia","17-25",2419,0,0,3.3838153659804306
"VIC","Major Cities of Australia","26-39",9893,0,0,3.9953719060281623
"VIC","Major Cities of Australia","26-39",8608,0,0,3.934952707817858
"VIC","Major Cities of Australia","40-64",16579,0,0,4.219584526214255
"VIC","Major Cities of Australia","40-64",13997,0,0,4.146065989177396
"VIC","Major Cities of Australia","65 and over",4924,0,0,3.69240623483363
"VIC","Major Cities of Australia","65 and over",4027,0,0,3.60508946188158
"VIC","Major Cities of Australia","Unknown",968,0,0,2.986323777050765
"VIC","Major Cities of Australia","Unknown",582,0,0,2.7656685547590136
"VIC","Outer Regional Australia","0-16",0,0,0,0
"VIC","Outer Regional Australia","0-16",0,0,0,0
"VIC","Outer Regional Australia","17-25",0,0,0,0
"VIC","Outer Regional Australia","17-25",141,0,0,2.1522883443830563
"VIC","Outer Regional Australia","26-39",7,0,0,0.9030899869919434
"VIC","Outer Regional Australia","26-39",348,0,0,2.5428254269591797
"VIC","Outer Regional Australia","40-64",17,0,0,1.2552725051033058
"VIC","Outer Regional Australia","40-64",519,0,0,2.716003343634799
"VIC","Outer Regional Australia","65 and over",4,0,0,0.6989700043360187
"VIC","Outer Regional Australia","65 and over",285,0,0,2.4563660331290427
"VIC","Outer Regional Australia","Unknown",0,0,0,0
"VIC","Outer Regional Australia","Unknown",34,0,0,1.5440680443502754
"VIC","Remote Australia","0-16",0,0,0,0
"VIC","Remote Australia","0-16",0,0,0,0
"VIC","Remote Australia","17-25",0,0,0,0
"VIC","Remote Australia","17-25",0,0,0,0
"VIC","Remote Australia","26-39",0,0,0,0
"VIC","Remote Australia","26-39",0,0,0,0
"VIC","Remote Australia","40-64",0,0,0,0
"VIC","Remote Australia","40-64",0,0,0,0
"VIC","Remote Australia","65 and over",0,0,0,0
"VIC","Remote Australia","65 and over",0,0,0,0
"VIC","Remote Australia","Unknown",0,0,0,0
"VIC","Remote Australia","Unknown",0,0,0,0
"VIC","Unknown","0-16",0,0,0,0
"VIC","Unknown","0-16",0,0,0,0
"VIC","Unknown","0-16",3,0,0,0.6020599913279623
"VIC","Unknown","17-25",622,0,0,2.7944880466591693
"VIC","Unknown","17-25",0,0,0,0
"VIC","Unknown","17-25",2004,0,0,3.302114376956201
"VIC","Unknown","26-39",1429,0,0,3.1553360374650614
"VIC","Unknown","26-39",0,0,0,0
"VIC","Unknown","26-39",3942,0,0,3.5958267770732233
"VIC","Unknown","40-64",1748,0,0,3.2427898094786762
"VIC","Unknown","40-64",0,0,0,0
"VIC","Unknown","40-64",4662,0,0,3.6686654154544915
"VIC","Unknown","65 and over",336,0,0,2.5276299008713385
"VIC","Unknown","65 and over",0,0,0,0
"VIC","Unknown","65 and over",1107,0,0,3.0445397603924107
"VIC","Unknown","Unknown",111,0,0,2.049218022670181
"VIC","Unknown","Unknown",0,0,0,0
"VIC","Unknown","Unknown",5,0,0,0.7781512503836435
"WA","Unknown","0-16",3,0,0,0.6020599913279623
"WA","Unknown","0-16",9,0,0,1
"WA","Unknown","0-16",13,0,0,1.1461280356782377
"WA","Unknown","0-16",3,0,0,0.6020599913279623
"WA","Unknown","17-25",215,0,0,2.3344537511509307
"WA","Unknown","17-25",839,0,0,2.9242792860618816
"WA","Unknown","17-25",4293,0,0,3.6328620401002296
"WA","Unknown","17-25",1273,0,0,3.105169427999331
"WA","Unknown","17-25",727,0,0,2.8621313793130367
"WA","Unknown","26-39",502,0,0,2.7015679850559273
"WA","Unknown","26-39",2540,0,0,3.405004665050369
"WA","Unknown","26-39",10051,0,0,4.0022524799205375
"WA","Unknown","26-39",2677,0,0,3.4278105726759898
"WA","Unknown","26-39",2315,0,0,3.364738555055398
"WA","Unknown","40-64",538,0,0,2.7315887651867388
"WA","Unknown","40-64",3650,0,0,3.5624118329497274
"WA","Unknown","40-64",14521,0,0,4.162026432421176
"WA","Unknown","40-64",3188,0,0,3.5036545192429585
"WA","Unknown","40-64",4778,0,0,3.6793370305207937
"WA","Unknown","65 and over",98,0,0,1.9956351945975497
"WA","Unknown","65 and over",982,0,0,2.9925535178321354
"WA","Unknown","65 and over",3349,0,0,3.5250448070368443
"WA","Unknown","65 and over",642,0,0,2.8082109729242215
"WA","Unknown","65 and over",1604,0,0,3.2054750367408906
"ACT","Major Cities of Australia","0-16",1,0,0,0.30102999566398114
"ACT","Major Cities of Australia","0-16",1,0,0,0.30102999566398114
"ACT","Major Cities of Australia","17-25",326,0,0,2.514547752660286
"ACT","Major Cities of Australia","17-25",189,0,0,2.278753600952829
"ACT","Major Cities of Australia","17-25",41,0,3,1.6232492903979003
"ACT","Major Cities of Australia","26-39",685,0,0,2.836324115706751
"ACT","Major Cities of Australia","26-39",492,0,0,2.6928469192772297
"ACT","Major Cities of Australia","26-39",48,0,3,1.6901960800285134
"ACT","Major Cities of Australia","40-64",1098,0,0,3.04099769242349
"ACT","Major Cities of Australia","40-64",695,0,0,2.842609239610562
"ACT","Major Cities of Australia","40-64",34,0,2,1.5440680443502754
"ACT","Major Cities of Australia","65 and over",336,0,0,2.5276299008713385
"ACT","Major Cities of Australia","65 and over",228,0,0,2.359835482339888
"ACT","Major Cities of Australia","65 and over",2,0,0,0.47712125471966244
"ACT","Major Cities of Australia","Unknown",37,0,0,1.57978359661681
"ACT","Major Cities of Australia","Unknown",35,0,0,1.556302500767287
"NSW","Inner Regional Australia","0-16",5,0,6,0.7781512503836435
"NSW","Inner Regional Australia","17-25",1564,0,14,3.194514341882467
"NSW","Inner Regional Australia","26-39",2374,0,14,3.375663613960885
"NSW","Inner Regional Australia","40-64",2544,0,19,3.405687786672777
"NSW","Inner Regional Australia","65 and over",636,0,0,2.80413943233535
"NSW","Major Cities of Australia","0-16",5,0,1,0.7781512503836435
"NSW","Major Cities of Australia","17-25",2232,0,53,3.3488887230714375
"NSW","Major Cities of Australia","26-39",2458,0,27,3.390758528738717
"NSW","Major Cities of Australia","40-64",2288,0,10,3.359645792674543
"NSW","Major Cities of Australia","65 and over",308,0,0,2.4899584794248346
"NSW","Outer Regional Australia","17-25",448,0,2,2.6522463410033232
"NSW","Outer Regional Australia","26-39",699,0,3,2.8450980400142565
"NSW","Outer Regional Australia","40-64",767,0,2,2.8853612200315117
"NSW","Outer Regional Australia","65 and over",194,0,1,2.290034611362518
"NSW","Remote Australia","17-25",35,0,0,1.556302500767287
"NSW","Remote Australia","26-39",68,0,0,1.8388490907372552
"NSW","Remote Australia","40-64",76,0,0,1.8864907251724818
"NSW","Remote Australia","65 and over",37,0,0,1.57978359661681
"NSW","Unknown","17-25",33,0,17,1.5314789170422551
"NSW","Unknown","26-39",50,0,0,1.7075701760979363
"NSW","Unknown","40-64",49,0,0,1.6989700043360185
"NSW","Unknown","65 and over",10,0,0,1.041392685158225
"NSW","Unknown","Unknown",37747,0,0,4.576893946376502
"NSW","Unknown","Unknown",3312,0,0,3.5202214358819597
"NSW","Unknown","Unknown",17350,0,0,4.239324509787797
"NSW","Very Remote Australia","26-39",3,0,0,0.6020599913279623
"NSW","Very Remote Australia","40-64",10,0,0,1.041392685158225
"NSW","Very Remote Australia","65 and over",3,0,0,0.6020599913279623
"NT","Unknown","0-16",1,0,0,0.30102999566398114
"NT","Unknown","0-16",2,0,0,0.47712125471966244
"NT","Unknown","0-16",1,0,0,0.30102999566398114
"NT","Unknown","17-25",119,0,0,2.0791812460476247
"NT","Unknown","17-25",184,0,0,2.2671717284030133
"NT","Unknown","17-25",0,3,13,0
"NT","Unknown","17-25",52,0,0,1.724275869600789
"NT","Unknown","26-39",383,0,0,2.5843312243675305
"NT","Unknown","26-39",508,0,0,2.7067177823367583
"NT","Unknown","26-39",0,0,5,0
"NT","Unknown","26-39",83,0,0,1.9242792860618814
"NT","Unknown","40-64",610,0,0,2.786041210242554
"NT","Unknown","40-64",537,0,0,2.730782275666389
"NT","Unknown","40-64",0,1,6,0
"NT","Unknown","40-64",98,0,0,1.9956351945975497
"NT","Unknown","65 and over",98,0,0,1.9956351945975497
"NT","Unknown","65 and over",169,0,0,2.2304489213782737
"NT","Unknown","65 and over",0,0,1,0
"NT","Unknown","65 and over",23,0,0,1.380211241711606
"NT","Unknown","Unknown",42,0,0,1.6334684555795864
"NT","Unknown","Unknown",47,0,0,1.6812412373755872
"QLD","Unknown","0-16",626,0,0,2.7972675408307164
"QLD","Unknown","0-16",886,0,0,2.947923619831726
"QLD","Unknown","0-16",2,0,0,0.47712125471966244
"QLD","Unknown","17-25",2949,0,0,3.4698220159781625
"QLD","Unknown","17-25",5614,0,0,3.749349760597476
"QLD","Unknown","17-25",1988,0,0,3.2986347831244354
"QLD","Unknown","26-39",6273,0,0,3.797544514361726
"QLD","Unknown","26-39",11578,0,0,4.063671053930717
"QLD","Unknown","26-39",2760,0,0,3.441066406639263
"QLD","Unknown","40-64",9509,0,0,3.978180516937414
"QLD","Unknown","40-64",16502,0,0,4.217562899669428
"QLD","Unknown","40-64",3150,0,0,3.498448403173999
"QLD","Unknown","65 and over",2592,0,0,3.4138025167693513
"QLD","Unknown","65 and over",4354,0,0,3.6389881593436813
"QLD","Unknown","65 and over",591,0,0,2.7723217067229196
"QLD","Unknown","Unknown",79,0,0,1.9030899869919433
"QLD","Unknown","Unknown",114,0,0,2.0606978403536114
"SA","Inner Regional Australia","17-25",41,0,0,1.6232492903979003
"SA","Inner Regional Australia","17-25",68,0,0,1.8388490907372552
"SA","Inner Regional Australia","17-25",183,0,2,2.2648178230095364
"SA","Inner Regional Australia","26-39",108,0,0,2.0374264979406234
"SA","Inner Regional Australia","26-39",193,0,0,2.287801729930226
"SA","Inner Regional Australia","26-39",312,0,1,2.4955443375464483
"SA","Inner Regional Australia","40-64",122,0,0,2.0899051114393976
"SA","Inner Regional Australia","40-64",354,0,0,2.5502283530550938
"SA","Inner Regional Australia","40-64",399,0,3,2.602059991327962
"SA","Inner Regional Australia","65 and over",52,0,0,1.724275869600789
"SA","Inner Regional Australia","65 and over",142,0,0,2.1553360374650614
"SA","Inner Regional Australia","65 and over",144,0,0,2.1613680022349744
"SA","Inner Regional Australia","Unknown",21,0,0,1.3424226808222062
"SA","Inner Regional Australia","Unknown",28,0,0,1.462397997898956
"SA","Inner Regional Australia","Unknown",2,0,0,0.47712125471966244
"SA","Major Cities of Australia","17-25",356,0,0,2.5526682161121927
"SA","Major Cities of Australia","17-25",462,0,0,2.665580991017953
"SA","Major Cities of Australia","17-25",279,1,3,2.447158031342219
"SA","Major Cities of Australia","26-39",818,0,0,2.913283901760418
"SA","Major Cities of Australia","26-39",1222,0,0,3.087426457036285
"SA","Major Cities of Australia","26-39",471,1,4,2.6739419986340875
"SA","Major Cities of Australia","40-64",1697,0,0,3.229937685907933
"SA","Major Cities of Australia","40-64",1903,0,0,3.279666944048455
"SA","Major Cities of Australia","40-64",502,1,5,2.7015679850559273
"SA","Major Cities of Australia","65 and over",679,0,0,2.8325089127062357
"SA","Major Cities of Australia","65 and over",533,0,0,2.727541257028556
"SA","Major Cities of Australia","65 and over",129,0,0,2.1139433523068365
"SA","Major Cities of Australia","Unknown",128,0,0,2.110589710299249
"SA","Major Cities of Australia","Unknown",114,0,0,2.0606978403536114
"SA","Major Cities of Australia","Unknown",2,0,0,0.47712125471966244
"SA","Outer Regional Australia","0-16",1,0,0,0.30102999566398114
"SA","Outer Regional Australia","17-25",17,0,0,1.2552725051033058
"SA","Outer Regional Australia","17-25",20,0,0,1.322219294733919
"SA","Outer Regional Australia","17-25",171,0,2,2.2355284469075487
"SA","Outer Regional Australia","26-39",36,0,0,1.5682017240669948
"SA","Outer Regional Australia","26-39",57,0,0,1.7634279935629371
"SA","Outer Regional Australia","26-39",342,0,4,2.53529412004277
"SA","Outer Regional Australia","40-64",55,0,0,1.7481880270062005
"SA","Outer Regional Australia","40-64",100,0,0,2.0043213737826426
"SA","Outer Regional Australia","40-64",479,0,1,2.681241237375587
"SA","Outer Regional Australia","65 and over",16,0,0,1.2304489213782739
"SA","Outer Regional Australia","65 and over",42,0,0,1.6334684555795864
"SA","Outer Regional Australia","65 and over",146,0,0,2.1673173347481756
"SA","Outer Regional Australia","Unknown",3,0,0,0.6020599913279623
"SA","Outer Regional Australia","Unknown",4,0,0,0.6989700043360187
"SA","Outer Regional Australia","Unknown",1,0,0,0.30102999566398114
"SA","Remote Australia","17-25",3,0,0,0.6020599913279623
"SA","Remote Australia","17-25",33,0,0,1.5314789170422551
"SA","Remote Australia","26-39",20,0,0,1.322219294733919
"SA","Remote Australia","26-39",91,0,0,1.9637878273455551
"SA","Remote Australia","40-64",49,0,0,1.6989700043360185
"SA","Remote Australia","40-64",102,0,0,2.012837224705172
"SA","Remote Australia","65 and over",28,0,0,1.462397997898956
"SA","Remote Australia","65 and over",28,0,0,1.462397997898956
"SA","Unknown","17-25",22,0,0,1.3617278360175928
"SA","Unknown","26-39",29,0,0,1.4771212547196624
"SA","Unknown","40-64",1,0,0,0.30102999566398114
"SA","Unknown","40-64",44,0,0,1.6532125137753435
"SA","Unknown","65 and over",1,0,0,0.30102999566398114
"SA","Unknown","65 and over",8,0,0,0.9542425094393249
"SA","Very Remote Australia","17-25",19,0,0,1.301029995663981
"SA","Very Remote Australia","26-39",48,0,1,1.6901960800285134
"SA","Very Remote Australia","40-64",65,0,0,1.8195439355418683
"SA","Very Remote Australia","65 and over",21,0,0,1.3424226808222062
"TAS","Unknown","0-16",0,0,1,0
"TAS","Unknown","17-25",395,0,0,2.597695185925512
"TAS","Unknown","17-25",285,0,10,2.4563660331290427
"TAS","Unknown","26-39",1158,0,0,3.0640834359635956
"TAS","Unknown","26-39",382,0,16,2.5831987739686224
"TAS","Unknown","40-64",1553,0,0,3.1914510144648953
"TAS","Unknown","40-64",487,0,9,2.6884198220027105
"TAS","Unknown","65 and over",599,0,0,2.7781512503836434
"TAS","Unknown","65 and over",120,0,0,2.08278537031645
"TAS","Unknown","Unknown",3,0,0,0.6020599913279623
"VIC","Inner Regional Australia","0-16",0,0,0,0
"VIC","Inner Regional Australia","0-16",0,0,0,0
"VIC","Inner Regional Australia","17-25",62,0,0,1.7993405494535815
"VIC","Inner Regional Australia","17-25",495,0,0,2.695481676490197
"VIC","Inner Regional Australia","26-39",250,0,0,2.3996737214810375
"VIC","Inner Regional Australia","26-39",1544,0,0,3.188928483760853
"VIC","Inner Regional Australia","40-64",513,0,0,2.7109631189952754
"VIC","Inner Regional Australia","40-64",2519,0,0,3.4014005407815437
"VIC","Inner Regional Australia","65 and over",211,0,0,2.326335860928751
"VIC","Inner Regional Australia","65 and over",1154,0,0,3.0625819842281627
"VIC","Inner Regional Australia","Unknown",21,0,0,1.3424226808222062
"VIC","Inner Regional Australia","Unknown",96,0,0,1.9867717342662448
"VIC","Major Cities of Australia","0-16",0,0,0,0
"VIC","Major Cities of Australia","0-16",0,0,0,0
"VIC","Major Cities of Australia","17-25",2564,0,0,3.409087369447835
"VIC","Major Cities of Australia","17-25",1918,0,0,3.283074974735471
"VIC","Major Cities of Australia","26-39",8887,0,0,3.948804045932811
"VIC","Major Cities of Australia","26-39",6173,0,0,3.790566625146076
"VIC","Major Cities of Australia","40-64",14691,0,0,4.167080919673255
"VIC","Major Cities of Australia","40-64",10211,0,0,4.009110806132212
"VIC","Major Cities of Australia","65 and over",4254,0,0,3.6288995644206063
"VIC","Major Cities of Australia","65 and over",2944,0,0,3.4690852991231202
"VIC","Major Cities of Australia","Unknown",807,0,0,2.9074113607745855
"VIC","Major Cities of Australia","Unknown",463,0,0,2.6665179805548807
"VIC","Outer Regional Australia","0-16",0,0,0,0
"VIC","Outer Regional Australia","0-16",0,0,0,0
"VIC","Outer Regional Australia","17-25",4,0,0,0.6989700043360187
"VIC","Outer Regional Australia","17-25",101,0,0,2.008600171761917
"VIC","Outer Regional Australia","26-39",6,0,0,0.8450980400142567
"VIC","Outer Regional Australia","26-39",259,0,0,2.4149733479708178
"VIC","Outer Regional Australia","40-64",19,0,0,1.301029995663981
"VIC","Outer Regional Australia","40-64",417,0,0,2.621176281775035
"VIC","Outer Regional Australia","65 and over",6,0,0,0.8450980400142567
"VIC","Outer Regional Australia","65 and over",224,0,0,2.3521825181113623
"VIC","Outer Regional Australia","Unknown",0,0,0,0
"VIC","Outer Regional Australia","Unknown",38,0,0,1.591064607026499
"VIC","Remote Australia","0-16",0,0,0,0
"VIC","Remote Australia","0-16",0,0,0,0
"VIC","Remote Australia","17-25",0,0,0,0
"VIC","Remote Australia","17-25",0,0,0,0
"VIC","Remote Australia","26-39",0,0,0,0
"VIC","Remote Australia","26-39",0,0,0,0
"VIC","Remote Australia","40-64",0,0,0,0
"VIC","Remote Australia","40-64",1,0,0,0.30102999566398114
"VIC","Remote Australia","65 and over",0,0,0,0
"VIC","Remote Australia","65 and over",0,0,0,0
"VIC","Remote Australia","Unknown",0,0,0,0
"VIC","Remote Australia","Unknown",0,0,0,0
"VIC","Unknown","0-16",0,0,0,0
"VIC","Unknown","0-16",0,0,0,0
"VIC","Unknown","17-25",404,0,0,2.6074550232146683
"VIC","Unknown","17-25",0,0,0,0
"VIC","Unknown","17-25",2115,0,0,3.3255156633631477
"VIC","Unknown","26-39",977,0,0,2.9903388547876015
"VIC","Unknown","26-39",0,0,0,0
"VIC","Unknown","26-39",4072,0,0,3.6099144100859974
"VIC","Unknown","40-64",1297,0,0,3.11327469246435
"VIC","Unknown","40-64",0,0,0,0
"VIC","Unknown","40-64",5043,0,0,3.7027750779010438
"VIC","Unknown","65 and over",293,0,0,2.468347330412157
"VIC","Unknown","65 and over",0,0,0,0
"VIC","Unknown","65 and over",1197,0,0,3.0784568180532923
"VIC","Unknown","Unknown",101,0,0,2.008600171761917
"VIC","Unknown","Unknown",0,0,0,0
"VIC","Unknown","Unknown",6,0,0,0.8450980400142567
"WA","Unknown","0-16",9,0,0,1
"WA","Unknown","0-16",18,0,0,1.2787536009528289
"WA","Unknown","0-16",138,0,0,2.143014800254095
"WA","Unknown","0-16",1,0,0,0.30102999566398114
"WA","Unknown","0-16",38,0,0,1.591064607026499
"WA","Unknown","17-25",155,0,0,2.1931245983544616
"WA","Unknown","17-25",596,0,0,2.775974331129369
"WA","Unknown","17-25",4251,0,0,3.628593255851259
"WA","Unknown","17-25",998,0,0,2.9995654882259823
"WA","Unknown","17-25",683,0,0,2.8350561017201157
"WA","Unknown","26-39",358,0,0,2.555094448578319
"WA","Unknown","26-39",1754,0,0,3.2442771208018426
"WA","Unknown","26-39",10044,0,0,4.001949941084268
"WA","Unknown","26-39",1764,0,0,3.246744709723841
"WA","Unknown","26-39",2104,0,0,3.3232521001716866
"WA","Unknown","40-64",485,0,0,2.686636269262293
"WA","Unknown","40-64",2622,0,0,3.418798290590353
"WA","Unknown","40-64",14494,0,0,4.161218219691016
"WA","Unknown","40-64",2204,0,0,3.343408593803857
"WA","Unknown","40-64",4622,0,0,3.6649238934380812
"WA","Unknown","65 and over",66,0,0,1.8260748027008262
"WA","Unknown","65 and over",676,0,0,2.8305886686851442
"WA","Unknown","65 and over",3310,0,0,3.519959180752068
"WA","Unknown","65 and over",460,0,0,2.663700925389648
"WA","Unknown","65 and over",1408,0,0,3.148910993109356
"ACT","Major Cities of Australia","0-16",2,0,0,0.47712125471966244
"ACT","Major Cities of Australia","0-16",3,0,0,0.6020599913279623
"ACT","Major Cities of Australia","17-25",426,0,0,2.6304278750250236
"ACT","Major Cities of Australia","17-25",188,0,0,2.276461804173244
"ACT","Major Cities of Australia","17-25",52,0,3,1.724275869600789
"ACT","Major Cities of Australia","26-39",918,0,0,2.963315511386111
"ACT","Major Cities of Australia","26-39",410,0,0,2.613841821876069
"ACT","Major Cities of Australia","26-39",60,0,2,1.785329835010767
"ACT","Major Cities of Australia","40-64",1340,0,0,3.1274287778515983
"ACT","Major Cities of Australia","40-64",573,0,0,2.7589118923979736
"ACT","Major Cities of Australia","40-64",54,0,0,1.7403626894942439
"ACT","Major Cities of Australia","65 and over",327,0,0,2.515873843711679
"ACT","Major Cities of Australia","65 and over",206,0,0,2.3159703454569174
"ACT","Major Cities of Australia","65 and over",3,0,0,0.6020599913279623
"ACT","Major Cities of Australia","Unknown",58,0,0,1.7708520116421442
"ACT","Major Cities of Australia","Unknown",39,0,0,1.6020599913279623
"NSW","Inner Regional Australia","0-16",8,0,2,0.9542425094393249
"NSW","Inner Regional Australia","17-25",1266,0,19,3.102776614883441
"NSW","Inner Regional Australia","26-39",1895,0,10,3.277838333002047
"NSW","Inner Regional Australia","40-64",2225,0,7,3.3475251599986895
"NSW","Inner Regional Australia","65 and over",440,0,0,2.644438589467838
"NSW","Major Cities of Australia","0-16",8,0,0,0.9542425094393249
"NSW","Major Cities of Australia","17-25",1695,0,56,3.229425847920695
"NSW","Major Cities of Australia","26-39",1957,0,35,3.2918126874671185
"NSW","Major Cities of Australia","40-64",1731,0,17,3.2385478876813276
"NSW","Major Cities of Australia","65 and over",243,0,0,2.387389826338729
"NSW","Outer Regional Australia","0-16",1,0,0,0.30102999566398114
"NSW","Outer Regional Australia","17-25",317,0,1,2.5024271199844326
"NSW","Outer Regional Australia","26-39",516,0,0,2.7134905430939424
"NSW","Outer Regional Australia","40-64",603,0,1,2.7810369386211318
"NSW","Outer Regional Australia","65 and over",184,0,0,2.2671717284030133
"NSW","Remote Australia","17-25",34,0,0,1.5440680443502754
"NSW","Remote Australia","26-39",34,0,0,1.5440680443502754
"NSW","Remote Australia","40-64",52,0,0,1.724275869600789
"NSW","Remote Australia","65 and over",18,0,0,1.2787536009528289
"NSW","Unknown","17-25",70,0,1,1.851258348719075
"NSW","Unknown","26-39",105,0,0,2.02530586526477
"NSW","Unknown","40-64",79,0,0,1.9030899869919433
"NSW","Unknown","65 and over",18,0,0,1.2787536009528289
"NSW","Unknown","Unknown",40419,0,0,4.6065963091792845
"NSW","Unknown","Unknown",4055,0,0,3.6080979463252794
"NSW","Unknown","Unknown",18934,0,0,4.277265309456845
"NSW","Very Remote Australia","17-25",1,0,0,0.30102999566398114
"NSW","Very Remote Australia","26-39",2,0,0,0.47712125471966244
"NSW","Very Remote Australia","40-64",3,0,0,0.6020599913279623
"NT","Unknown","0-16",3,0,0,0.6020599913279623
"NT","Unknown","17-25",137,0,0,2.1398790864012365
"NT","Unknown","17-25",280,0,0,2.4487063199050794
"NT","Unknown","17-25",0,1,9,0
"NT","Unknown","17-25",73,0,0,1.8692317197309762
"NT","Unknown","26-39",395,0,0,2.597695185925512
"NT","Unknown","26-39",579,0,0,2.763427993562937
"NT","Unknown","26-39",0,1,10,0
"NT","Unknown","26-39",134,0,0,2.130333768495006
"NT","Unknown","40-64",635,0,0,2.803457115648414
"NT","Unknown","40-64",795,0,0,2.900913067737669
"NT","Unknown","40-64",0,0,7,0
"NT","Unknown","40-64",135,0,0,2.1335389083702174
"NT","Unknown","65 and over",131,0,0,2.1205739312058496
"NT","Unknown","65 and over",191,0,0,2.2833012287035492
"NT","Unknown","65 and over",29,0,0,1.4771212547196624
"NT","Unknown","Unknown",60,0,0,1.785329835010767
"NT","Unknown","Unknown",74,0,0,1.8750612633916997
"QLD","Unknown","0-16",552,0,0,2.742725131304698
"QLD","Unknown","0-16",883,0,0,2.9464522650130727
"QLD","Unknown","0-16",2,0,0,0.47712125471966244
"QLD","Unknown","17-25",2476,0,0,3.3939260065858363
"QLD","Unknown","17-25",5324,0,0,3.726319612110775
"QLD","Unknown","17-25",1951,0,0,3.2904798133306725
"QLD","Unknown","26-39",5691,0,0,3.755264891412246
"QLD","Unknown","26-39",10984,0,0,4.040800061256529
"QLD","Unknown","26-39",2825,0,0,3.4511721575125396
"QLD","Unknown","40-64",8580,0,0,3.9335379019717043
"QLD","Unknown","40-64",16277,0,0,4.211601044145239
"QLD","Unknown","40-64",3145,0,0,3.4977587182872676
"QLD","Unknown","65 and over",2471,0,0,3.393048466416778
"QLD","Unknown","65 and over",4468,0,0,3.6502103546603593
"QLD","Unknown","65 and over",637,0,0,2.804820678721162
"QLD","Unknown","Unknown",80,0,0,1.9084850188786497
"QLD","Unknown","Unknown",115,0,0,2.064457989226918
"SA","Inner Regional Australia","0-16",1,0,0,0.30102999566398114
"SA","Inner Regional Australia","17-25",47,0,0,1.6812412373755872
"SA","Inner Regional Australia","17-25",91,0,0,1.9637878273455551
"SA","Inner Regional Australia","17-25",160,0,1,2.2068258760318495
"SA","Inner Regional Australia","26-39",86,0,0,1.9395192526186182
"SA","Inner Regional Australia","26-39",278,0,0,2.4456042032735974
"SA","Inner Regional Australia","26-39",306,0,4,2.487138375477186
"SA","Inner Regional Australia","40-64",106,0,0,2.0293837776852093
"SA","Inner Regional Australia","40-64",486,0,0,2.687528961214634
"SA","Inner Regional Australia","40-64",405,0,1,2.608526033577194
"SA","Inner Regional Australia","65 and over",28,0,0,1.462397997898956
"SA","Inner Regional Australia","65 and over",275,0,0,2.4409090820652173
"SA","Inner Regional Australia","65 and over",121,0,0,2.086359830674748
"SA","Inner Regional Australia","Unknown",7,0,0,0.9030899869919434
"SA","Inner Regional Australia","Unknown",30,0,0,1.4913616938342726
"SA","Inner Regional Australia","Unknown",2,0,0,0.47712125471966244
"SA","Major Cities of Australia","0-16",1,0,0,0.30102999566398114
"SA","Major Cities of Australia","17-25",406,0,0,2.6095944092252195
"SA","Major Cities of Australia","17-25",469,0,0,2.672097857935717
